total_calls,mean_tow_miles,credit_ranges_below_700,credit_ranges_between_700___799,education_some_college,generation_millenials__1981___1993_,income_100k_,income_under_39999,aaa_financial_service_0,no_members_3___member,kcl_b_ind_mosaicsgrouping_middle_class_melting_pot,kcl_b_ind_mosaicsgrouping_power_elite,occupation_group_professional,mosaic_global_household_hard_working_blue_collar,mosaic_global_household_low_income_elders,aaa_motorcycle_indicator_0_0,aaa_deposit,membership_id,yes_deposit
0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,25528,0.0
30.0,1.285714,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,25529,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25553,0.22716627634660444
6.0,0.0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,25571,0.0
3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25597,0.0
1.0,0.43333299999999997,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,25736,0.0
0.0,0.0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,25751,0.0
3.0,5.233333,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,25760,0.0
1.0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,25876,0.0
8.0,2.175,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,25902,0.0
5.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,25942,0.0
0.0,0.0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,26060,0.0
0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26115,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,26217,0.0
2.0,0.0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,26231,0.0
35.0,0.857143,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,26236,0.0
0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,26341,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26342,0.22716627634660444
101.0,1.3,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,26370,0.0
0.0,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,26430,0.0
4.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,26436,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26463,0.22716627634660444
12.0,0.714286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26464,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,26488,0.9801980198019793
15.0,5.933333,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26505,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,26538,0.0
68.0,5.5454550000000005,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,26539,0.0
6.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,26549,0.0
0.0,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26585,0.0
86.0,0.315789,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,26609,0.0
10.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26630,0.0
15.0,3.371429,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,26709,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26738,0.22716627634660444
5.0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,26764,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,26814,0.0
2.0,0.0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,26815,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,26819,0.0
3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26822,0.0
3.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,26829,0.0
0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,26886,0.0
9.0,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26887,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,26903,0.0
70.0,1.222222,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,26907,0.0
0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26909,0.0
1.0,0.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,26912,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26915,0.22716627634660444
27.0,3.0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,26993,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27012,0.22716627634660444
10.0,1.7833330000000003,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,27032,0.0
2.0,0.0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,27042,0.0
170.0,1.540741,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,27064,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,27078,0.0
7.0,3.142857,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,27142,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,27156,0.0
2.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,27167,0.0
2.0,0.0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,27168,0.0
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,27173,0.0
2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27176,0.0
0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27196,0.0
1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,27200,0.0
0.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27263,0.0
0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,27327,0.0
18.0,4.8,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,27363,0.0
2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,27408,0.0
15.0,1.714286,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,27434,0.0
4.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,27470,0.0
1.0,0.0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,27523,0.0
2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27552,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27581,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27600,0.22716627634660444
5.0,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27666,0.0
42.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,27670,0.0
15.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27744,0.0
0.0,0.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,27787,0.0
36.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27887,0.0
2.0,0.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,28019,0.0
0.0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28057,0.0
59.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,28135,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,28142,0.0
2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,28196,0.0
0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28235,0.0
2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28249,0.0
1.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28262,0.0
5.0,7.033333,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,28270,0.0
2.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,28287,0.0
2.0,3.4666669999999997,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,28311,0.0
1.0,0.0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,28314,0.0
5.0,0.0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,28332,0.0
25.0,0.4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,28345,0.0
2.0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,28352,0.0
2.0,2.1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,28374,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28390,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,28398,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,28435,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28485,0.22716627634660444
9.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28488,0.0
80.0,0.41538500000000006,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,28506,0.0
0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,28511,0.0
42.0,3.713636,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28540,0.0
0.0,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28570,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28695,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28703,0.22716627634660444
25.0,4.25,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,28709,0.0
7.0,8.54,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,28727,0.0
6.0,2.142857,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,28760,0.0
51.0,1.384615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28765,0.0
0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,28781,0.0
3.0,0.833333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,28805,0.0
20.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,28809,0.0
8.0,4.5,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,28811,0.0
48.0,9.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,28819,0.0
9.0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28832,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,28861,0.8464912280701768
0.0,0.333333,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,28867,0.0
2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28870,0.0
10.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28879,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,28901,0.9255319148936156
2.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,28930,0.0
0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,28949,0.8648648648648652
0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28955,0.0
2.0,0.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,28990,0.0
35.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28991,0.0
0.0,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,29005,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29026,0.22716627634660444
0.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,29037,0.0
0.0,0.0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,29039,0.0
1.0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,29044,0.0
16.0,3.611111,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,29049,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29070,0.0
6.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29080,0.0
2.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29089,0.0
0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29095,0.0
2.0,0.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,29103,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29104,0.22716627634660444
12.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,29164,0.0
8.0,1.25,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,29192,0.0
4.0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29194,0.0
0.0,3.5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29211,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29221,0.22716627634660444
97.0,2.411765,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,29229,0.0
20.0,5.3333330000000005,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,29272,0.0
12.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29298,0.0
0.0,0.7,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,29303,0.0
0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,29307,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,29310,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29331,0.22716627634660444
1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,29334,0.0
0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29336,0.0
24.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29408,0.0
1.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,29427,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29441,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29458,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29505,0.22716627634660444
11.0,1.7714290000000001,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,29506,0.0
24.0,2.818182,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,29551,0.0
2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29552,0.0
0.0,0.0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,29559,0.029615384615384616
2.0,9.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29560,0.0
0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,29568,0.8648648648648652
3.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29579,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,29602,1.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29607,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29615,0.22716627634660444
12.0,1.25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29619,0.0
4.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29668,0.0
0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,29688,0.0
1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29722,0.0
30.0,1.5714290000000002,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,29728,0.0
6.0,5.2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,29740,0.0
11.0,1.0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,29751,0.05
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,29761,0.0
9.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,29766,0.0
5.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29767,0.0
0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29772,0.0
3.0,1.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29773,0.0
0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,29778,0.0
1.0,0.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,29789,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29793,0.0
6.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,29796,0.0
20.0,1.42,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,29798,0.0
4.0,2.833333,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,29804,0.0
4.0,1.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,29818,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29832,0.0
0.0,8.725,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,29836,0.0
3.0,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,29843,0.0
18.0,0.714286,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,29847,0.0
0.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,29855,0.0
18.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29881,0.0
1.0,0.0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,29883,0.0
49.0,0.746154,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29884,0.0
1.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29893,0.0
36.0,2.142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29900,0.0
0.0,5.0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,29927,0.0
6.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,29928,0.0
0.0,3.5,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,29946,0.0
114.0,0.045455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29950,0.0
2.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,29954,0.0
6.0,2.86,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,29956,0.0
0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29966,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29983,0.0
8.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29987,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30026,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30057,0.22716627634660444
40.0,1.6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,30058,0.0
0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30071,0.0
12.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,30116,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30128,0.22716627634660444
0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,30151,0.8648648648648652
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,30160,0.0
7.0,0.28571399999999997,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,30163,0.0
0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,30177,0.0
0.0,2.75,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,30186,0.0
2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30191,0.0
1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30220,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30225,0.8464912280701768
0.0,2.75,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,30250,0.0
18.0,11.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,30272,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30283,0.0
4.0,0.0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,30297,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,30301,0.0
2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30306,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,30311,0.0
2.0,0.0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,30320,0.0
1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30328,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,30335,0.0
0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30341,0.0
108.0,4.05,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,30360,0.0
6.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30369,0.0
1.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,30370,0.0
2.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,30391,0.0
8.0,3.2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,30394,0.0
1.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,30430,0.0
3.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,30438,0.0
0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,30466,0.0
0.0,0.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,30478,0.0
0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30496,0.0
2.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,30570,0.0
2.0,0.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,30585,0.0
2.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,30624,0.0
9.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30692,0.0
9.0,4.2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,30703,0.0
0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30721,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30732,0.8464912280701768
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30734,0.0
9.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,35058,0.0
36.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,35424,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38708,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39622,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,41668,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43827,0.0
99.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,45268,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45691,0.22716627634660444
1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,45921,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47625,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49745,0.22716627634660444
3.0,4.016667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,50005,0.0
2.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,50024,0.0
0.0,0.333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50025,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50037,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50051,0.22716627634660444
6.0,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,50060,0.0
1.0,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,50071,0.02
2.0,0.0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,50077,0.0
0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50081,0.0
1.0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,50114,0.0
6.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,50120,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,50122,0.0
65.0,1.68,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,50134,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,50149,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50156,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50170,0.22716627634660444
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50177,0.0
2.0,10.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50191,0.0
0.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,50195,0.0
15.0,7.566667,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,50203,0.0
0.0,0.0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,50226,0.01
0.0,0.9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,50229,0.0
0.0,0.0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,50262,0.0
0.0,0.428571,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,50269,0.07
2.0,18.666667,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,50272,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50290,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50297,0.22716627634660444
37.0,6.184615,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,50331,0.0
20.0,4.1666669999999995,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,50335,0.0
4.0,2.0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,50336,0.0
3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50341,0.0
4.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,50343,0.0
14.0,2.428571,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,50391,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50398,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,50465,0.0
4.0,0.25,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,50477,0.0
4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50490,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50529,0.22716627634660444
0.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,50536,0.0
65.0,4.909091,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,50565,0.0
4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50571,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,50572,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50577,0.22716627634660444
8.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,50624,0.0
