total_calls,mean_tow_miles,credit_ranges_below_700,credit_ranges_between_700___799,education_some_college,generation_millenials__1981___1993_,income_100k_,income_under_39999,aaa_financial_service_0,no_members_3___member,kcl_b_ind_mosaicsgrouping_middle_class_melting_pot,kcl_b_ind_mosaicsgrouping_power_elite,occupation_group_professional,mosaic_global_household_hard_working_blue_collar,mosaic_global_household_low_income_elders,aaa_motorcycle_indicator_0_0,aaa_deposit,membership_id,yes_deposit
2.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,60266,0.0
26.0,0.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,60268,0.0
0.0,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,60272,0.0
8.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,60277,0.0
0.0,0.0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,60305,0.0
87.0,3.9375,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,60314,0.0
0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60318,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60319,0.22716627634660444
39.0,4.766667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60323,0.0
0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,60325,0.0
1.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,60329,0.0
2.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,60343,0.0
58.0,1.572727,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,60352,0.0
2.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,60356,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60369,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60388,0.22716627634660444
29.0,5.764286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60410,0.0
0.0,0.0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,60444,0.0
0.0,0.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,60453,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60462,0.22716627634660444
15.0,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,60470,0.0
18.0,8.571429,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,60472,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61817,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,62652,0.9801980198019793
0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,65827,0.0
33.0,1.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66772,0.0
6.0,2.666667,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,67384,0.0
0.0,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,68834,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69341,0.22716627634660444
25.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,69615,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69948,0.22716627634660444
5.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70068,0.0
1.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,70667,0.0
0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70746,0.0
1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,78226,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78371,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79054,0.22716627634660444
3.0,7.175,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,79456,0.0
2.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,80014,0.0
3.0,3.05,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,80071,0.0
36.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,80074,0.0
4.0,0.0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,80086,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80090,0.0
12.0,2.0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,80190,0.0
2.0,0.0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,80248,0.0
42.0,0.25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80269,0.0
16.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,80275,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80433,0.22716627634660444
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80434,0.0
0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,80439,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,80448,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80476,0.22716627634660444
1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80510,0.0
0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,80512,0.0
13.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80556,0.0
4.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,80593,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80594,0.0
6.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,80618,0.0
4.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,80623,0.0
0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,80628,0.0
2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,80648,0.0
0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,80669,0.0
7.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,80681,0.0
10.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80749,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80774,0.0
156.0,0.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80786,0.0
12.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80793,0.0
2.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,80798,0.0
0.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,80805,0.0
6.0,5.3333330000000005,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80818,0.0
25.0,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80823,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,80846,0.0
0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,80866,0.0
2.0,4.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,80869,0.0
30.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,80893,0.0
0.0,4.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,80895,0.0
0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80913,0.0
0.0,0.0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,80915,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80933,0.22716627634660444
16.0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,80955,0.0
2.0,0.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,80963,0.0
57.0,1.727273,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,80967,0.0
0.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,80976,0.0
0.0,0.0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,80978,0.0
0.0,2.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,81039,0.0
26.0,0.5,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,81117,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81126,0.0
5.0,0.0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,81144,0.0
9.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81148,0.0
0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,81162,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81174,0.22716627634660444
3.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,81175,0.0
0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81192,0.0
42.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81222,0.0
8.0,0.25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,81262,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81264,0.22716627634660444
3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,81267,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,81294,0.0
1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81323,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,81349,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,81350,0.8464912280701768
12.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,81391,0.0
0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,81406,0.8648648648648652
0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,81447,0.0
0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,81453,0.0
1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,81474,0.0
0.0,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,81496,0.0
113.0,3.8823529999999997,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,81500,0.0
21.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,81522,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81553,0.22716627634660444
1.0,0.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,81558,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81569,0.22716627634660444
12.0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,81573,0.0
4.0,3.0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,81593,0.0
1.0,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,81598,0.0
14.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,81629,0.0
0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,81658,0.8648648648648652
2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81663,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81688,0.22716627634660444
7.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,81691,0.0
0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,81703,0.0
0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,81740,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81773,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81802,0.22716627634660444
6.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,81822,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,81824,0.0
3.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,81845,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81846,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81856,0.22716627634660444
110.0,17.681818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81863,0.0
0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,81873,0.0
2.0,6.75,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,81878,0.0
18.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,81894,0.0
3.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,81909,0.0
1.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,81929,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81982,0.22716627634660444
4.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,82059,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,82076,1.0
0.0,0.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,82087,0.0
12.0,0.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,82112,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82116,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82143,0.22716627634660444
5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,82146,0.0
7.0,5.75,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,82149,0.0
6.0,0.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,82184,0.0
3.0,1.333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,82196,0.0
0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,82205,0.0
2.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,82220,1.0
13.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,82226,0.0
0.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,82229,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82264,0.22716627634660444
4.0,0.666667,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,82268,0.0
4.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82294,0.0
0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,82295,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,82327,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82332,0.22716627634660444
2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,82341,0.0
4.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,82358,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,82373,0.8464912280701768
1.0,0.0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,82390,0.0
8.0,0.0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,82413,0.0
2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,82490,0.0
35.0,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,82491,0.0
0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82506,0.0
90.0,1.24,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,82551,0.0
6.0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,82573,0.0
16.0,0.54,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,82576,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82586,0.22716627634660444
1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82604,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,82610,0.0
2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,82612,0.0
0.0,2.15,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,82620,0.0
24.0,2.166667,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,82625,0.0
0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,82699,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82701,0.22716627634660444
1.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,82702,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82703,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,82708,0.0
73.0,1.5684209999999998,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,82712,0.0
7.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,82725,0.0
57.0,2.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82731,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82740,0.22716627634660444
34.0,0.857143,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,82742,0.0
2.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,82746,1.0
22.0,0.818182,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,82750,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82771,0.22716627634660444
5.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82879,0.0
1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,82897,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,82939,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,82953,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82986,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82994,0.0
1.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,83001,0.0
42.0,4.525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83006,0.0
33.0,5.9222220000000005,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,83034,0.0
0.0,1.4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,83055,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83075,0.22716627634660444
14.0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,83087,0.0
0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,83116,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83118,0.22716627634660444
2.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,83218,0.0
49.0,2.875,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,83223,0.0
6.0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,83230,0.0
187.0,0.9047620000000001,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,83245,0.0
3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,83247,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,83248,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,83254,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83260,0.22716627634660444
0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,83274,0.0
0.0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,83301,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83307,0.22716627634660444
0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,83309,0.8558558558558552
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,83327,0.0
1.0,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,83338,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,83342,0.9801980198019793
6.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,83344,0.0
0.0,2.5,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,83367,0.0
5.0,1.333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,83421,0.0
0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83424,0.0
0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,83425,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83437,0.22716627634660444
4.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83441,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83449,0.22716627634660444
5.0,1.714286,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,83470,0.0
35.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,83477,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83489,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83501,0.22716627634660444
0.0,0.0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,83503,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,83515,0.0
0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,83561,0.0
8.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,83591,0.0
2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,83597,0.0
0.0,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,83600,0.0
0.0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,83641,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,83694,0.0
0.0,0.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,83699,0.9249999999999983
1.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,83712,0.0
2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83718,0.0
9.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,83721,0.0
2.0,5.825,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,83727,0.0
6.0,3.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,83736,0.0
8.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,83748,0.0
36.0,15.833332999999998,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,83765,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,83784,0.0
6.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,83801,0.0
1.0,0.0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,83810,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83833,0.22716627634660444
91.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,83843,0.0
1.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,83859,0.0
50.0,3.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,83882,0.0
0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,83994,0.8558558558558552
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,84003,0.0
3.0,0.0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,84023,0.0
1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,84026,0.0
13.0,1.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,84034,0.0
3.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84061,0.0
0.0,0.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,84064,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,84141,0.0
0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,84143,0.0
2.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,84146,0.0
10.0,0.28571399999999997,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,84152,0.0
0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,84155,0.0
9.0,0.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,84157,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,84172,0.8464912280701768
0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,84175,0.0
2.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84177,0.0
14.0,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84179,0.0
9.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84181,0.0
1.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,84193,0.0
87.0,0.428571,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,84198,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,84219,0.0
0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,84220,0.16828282828282826
6.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,84250,0.0
56.0,2.526316,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,84279,0.0
0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,84283,0.0
0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,84293,0.0
0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,84313,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84322,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84406,0.22716627634660444
2.0,1.533333,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,84415,0.0
0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,84426,0.0
6.0,0.23333299999999998,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,84446,0.0
1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,84481,0.0
4.0,0.2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,84519,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,84523,0.0
4.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,84535,0.0
2.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84546,0.0
55.0,1.1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,84564,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,84566,0.0
1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,84572,0.0
3.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,84580,0.0
0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,84638,0.0
2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84667,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84668,0.22716627634660444
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,84672,0.8464912280701768
2.0,0.0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,84678,0.0
0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,84687,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,84705,0.0
