length_of_residence,total_members_in_household,mean_total_calls_veh,income_100k_,income_40___99999,credit_ranges_800_,education_completed_college,generation_baby_boomers__1948___1968_,generation_generation_x__1969___1980_,generation_post_war____1948_,aaa_financial_service_0,aaa_credit_card_0,occupation_group_management,occupation_group_professional,occupation_group_retired,kcl_b_ind_mosaicsgrouping_singles_and_starters,aaa_motorcycle_indicator_1_0,tenure_between_21___40_years,aaa_travel_0,no_members_3___member,aaa_cancel,membership_id,will_cancel_prob
0.0,2,3.0205,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,16887,1.0
15.0,1,2.6025,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,16893,0.18
1.4286,2,2.5485,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,16903,0.59
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,16932,1.0
0.0,1,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,16950,1.0
3.0,2,0.1645,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,16953,0.4311904761904762
10.2143,7,2.8938,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,16976,0.02
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,16980,1.0
12.8571,3,2.9578,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,16986,0.04
12.8333,3,3.5949,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,16988,0.13
12.2222,3,2.4416,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,17002,1.0
0.0,1,2.8049,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,17010,1.0
15.0,2,0.1645,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,17011,0.15
3.0,1,0.1645,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,17026,1.0
0.0,3,0.1645,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,17037,0.07
0.0,1,2.6025,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,17050,1.0
2.0,2,2.9578,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,17068,1.0
0.0,2,2.5107,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,17074,0.488205074566435
0.0,4,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,17098,1.0
1.5,4,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,17133,0.6941176470588235
6.5833,3,2.9578,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,17140,0.29
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,17158,0.63699618902728
11.25,4,0.1645,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,17175,1.0
15.0,4,2.5107,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,17180,0.04
12.0,2,2.5485,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,17195,1.0
0.0,2,2.8938,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,17210,0.4564827586206897
7.5,3,3.0205,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,17232,0.1
4.5,2,2.8409,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,17239,0.07
0.0,1,3.0205,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,17250,0.4057460822166704
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,17288,1.0
2.0,4,3.0205,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,17303,1.0
1.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,17323,0.145
15.0,3,2.9578,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,17325,0.22
12.8571,2,2.5107,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,17335,0.18
4.5,4,2.8049,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,17351,0.08
0.0,3,2.5107,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,17356,1.0
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,17369,1.0
15.6,3,2.9578,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,17384,0.12
7.0,1,0.1645,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,17402,0.17
10.0,2,2.6063,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,17417,0.11
2.1429,3,2.5485,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,17419,0.16
15.0,2,2.5485,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,17430,0.32
15.0,1,2.9578,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,17436,0.12
0.0,1,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,17449,1.0
9.0,1,2.5485,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17455,0.19
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,17478,1.0
2.4444,9,0.1645,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,17483,1.0
5.25,5,2.8049,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,17507,0.08
5.25,4,0.1645,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,17510,0.15
15.0,3,3.1964,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,17514,0.02
15.0,2,0.1645,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,17545,0.07
0.0,1,2.8049,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,17553,0.4057460822166704
15.0,1,2.6025,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,17555,0.42263636363636364
0.0,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,17581,1.0
0.0,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,17607,1.0
11.8182,4,2.8848,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,17632,0.26
0.0,4,2.8049,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,17642,0.488205074566435
15.0,1,0.1645,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,17672,0.13
0.0,2,2.8049,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,17688,0.488205074566435
15.0,4,2.5485,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,17716,0.04
5.0,2,3.0205,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,17717,1.0
15.0,3,0.1645,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,17744,0.11
10.0,3,0.1645,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,17745,0.12
5.5,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,17763,1.0
15.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,17772,0.145
4.5,4,2.5485,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,17786,0.14
7.5,5,3.0681,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,17793,0.14
0.0,3,2.5485,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,17838,1.0
8.6923,5,2.8938,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,17847,0.14533333333333334
10.0,1,2.5485,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,17853,0.32807017543859657
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,17856,1.0
0.0,3,2.5107,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,17876,0.11
0.0,4,0.1645,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,17888,0.11723404255319149
15.0,3,2.8188,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,17892,0.12
11.0,2,2.7175,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,17894,0.13
0.0,3,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,17908,1.0
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,17910,1.0
0.0,3,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,17918,1.0
1.625,4,2.8938,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,17923,0.12
3.5,2,0.1645,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,17929,0.14
15.0,1,2.8938,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,17935,0.1220701754385965
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,17955,1.0
13.8889,4,2.8938,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17977,0.18
0.0,3,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,17983,1.0
10.0,4,0.1645,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,17984,0.45
7.0,1,0.1645,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,18033,0.33
10.5,3,2.4416,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,18036,0.06
7.75,3,2.8049,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,18046,0.11
8.5455,4,2.6025,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,18049,0.05
0.0,2,0.1645,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,18086,1.0
15.0,1,3.1964,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,18091,0.07
15.0,1,3.4601,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,18112,0.08
0.0,2,0.1645,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,18165,0.26
13.0,2,2.7175,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,18178,0.04
7.5,2,2.7175,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,18187,0.09
15.0,1,2.8938,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18193,0.18
15.0,2,0.1645,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,18230,1.0
15.0,3,2.9578,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,18232,0.5
7.5,2,2.8188,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,18237,0.42263636363636364
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,18279,0.63699618902728
0.0,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,18297,1.0
11.6,2,2.5485,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,18308,0.08
0.0,1,2.8049,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,18322,1.0
2.0909,7,2.5107,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,18340,0.08
10.4286,3,2.4795,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,18355,1.0
0.0,2,2.8049,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,18378,1.0
0.6667,3,2.4795,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,18379,0.11
15.0,2,3.0205,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,18384,1.0
7.25,4,0.1645,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,18385,0.09
6.5,2,2.8938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18389,0.23
10.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,18393,1.0
1.875,2,2.9578,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,18409,0.07
15.0,1,3.6932,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,18429,1.0
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,18435,0.11723404255319149
0.0,5,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,18486,1.0
10.7143,5,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,18488,1.0
13.0,3,2.9578,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,18498,0.0
15.0,2,0.1645,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,18500,0.2875
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,18526,1.0
11.25,4,0.1645,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,18539,0.1
2.5,5,2.5485,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,18563,0.55
15.0,1,0.1645,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,18572,0.15
10.0,3,0.1645,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,18575,0.19
1.0,4,2.5485,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,18583,0.12
8.0,5,2.9578,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,18603,0.11
5.0,2,2.5485,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,18610,0.11
0.0,4,0.1645,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,18652,0.42121212121212115
0.7222,3,2.8848,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,18657,0.23
0.0,1,2.5485,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,18678,1.0
15.0,1,2.6025,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,18681,0.06
7.3333,3,0.1645,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,18686,0.175
0.0,1,2.3971,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,18724,1.0
0.0,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,18725,1.0
0.0,2,2.4416,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,18742,0.07
5.0,2,0.1645,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,18745,0.14
15.0,1,2.5107,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,18749,0.3633333333333333
15.0,1,2.9578,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,18756,0.36
5.25,3,0.1645,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,18778,1.0
11.1429,2,2.9578,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,18786,0.32807017543859657
0.6667,2,2.5107,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,18813,0.27
2.0,3,2.8409,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,18820,0.18
0.0,2,2.4416,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,18829,0.11
4.2857,4,2.8188,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,18830,1.0
0.0,4,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,18831,1.0
5.25,3,2.4058,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,18861,0.02
15.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,18864,0.145
7.5,4,2.6025,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,18886,0.08
5.0,3,2.5107,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,18896,0.1
4.25,3,2.9578,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,18901,0.4
10.7143,5,2.8938,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,18914,0.06
7.5,2,2.5485,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,18917,0.48
5.0,2,2.3971,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,18958,1.0
3.75,5,2.4416,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,18962,0.08
0.0,1,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,18977,1.0
1.4444,3,2.8938,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,18987,0.1
4.6667,6,0.1645,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,18988,1.0
15.0,2,0.1645,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,19014,0.09
3.3333,3,0.1645,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,19020,0.28
4.25,2,2.9578,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,19057,0.07
6.0,3,2.8049,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,19075,0.1
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,19076,0.11
2.25,2,2.9785,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,19103,0.25
7.3333,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,19111,1.0
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,19133,0.07
3.5,4,2.6025,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,19136,0.14
15.0,2,2.9578,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,19164,0.3222222222222222
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,19176,0.11
3.6667,3,2.8938,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,19184,1.0
1.0,2,2.5107,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,19231,0.07
7.1111,5,2.8188,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,19236,1.0
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,19259,1.0
0.0,3,2.5485,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,19341,1.0
17.0,2,2.6025,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,19355,0.16
3.6,5,0.1645,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,19374,0.23
2.1429,6,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,19386,1.0
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,19388,1.0
14.0625,5,2.5107,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,19399,0.25
5.0,3,0.1645,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,19408,0.2075
14.0,2,0.1645,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19420,0.6
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,19422,1.0
5.0,2,0.1645,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,19459,1.0
1.4167,5,2.8049,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,19461,0.07
15.0,2,3.5949,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,19462,0.07
5.25,2,2.9785,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,19463,0.07
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,19465,0.11723404255319149
6.75,3,2.5107,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,19466,0.08
10.0,2,2.5107,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,19483,0.2
0.0,5,0.1645,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,19523,0.29
5.0,2,0.1645,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,19525,1.0
10.5,2,0.1645,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,19536,0.17
1.6667,6,2.9578,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,19541,0.27
0.0,2,3.5949,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,19551,0.42333333333333334
8.5714,3,3.4601,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,19580,0.05
0.0,3,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,19611,1.0
0.0,3,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,19624,1.0
2.92,6,2.8938,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,19644,0.14
0.0,1,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,19656,1.0
3.75,3,4.1892,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,19664,0.08
5.2941,5,2.5485,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,19669,0.11
23.0,2,2.4795,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,19685,0.12
6.9231,4,0.1645,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,19699,1.0
7.5,2,2.9578,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19735,0.19
11.5556,4,2.8409,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,19767,0.142
7.5,2,0.1645,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,19793,0.17
0.0,1,2.4416,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,19797,0.61
3.75,2,2.9578,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,19847,0.46
9.8571,7,0.1645,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,19865,0.215
1.2857,2,2.9578,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,19881,0.33
0.0,1,0.1645,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,19886,0.42121212121212115
0.0,2,2.8409,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,19921,0.31
10.0,3,2.8188,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,19940,0.06
0.75,3,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,20025,1.0
13.0,1,2.5485,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,20045,0.32807017543859657
13.0,1,0.1645,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,20084,1.0
0.0,2,2.4416,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,20085,0.1
3.75,4,2.9578,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,20097,0.14
3.25,4,3.1964,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,20110,0.02
15.0,1,2.5485,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,20112,0.2033333333333333
12.2,3,2.8938,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,20117,1.0
12.0,5,0.1645,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,20129,0.23
0.0,1,2.5485,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,20135,1.0
6.0,1,2.7175,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,20156,1.0
12.8571,4,2.4416,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,20162,0.12
0.0,1,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,20174,1.0
0.2222,5,2.6025,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,20183,0.38
15.0,1,2.6063,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,20195,0.3222222222222222
12.0,1,2.5485,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,20212,0.31
15.0,1,2.3971,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,20253,0.18
0.0,1,2.6025,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,20278,1.0
0.0,2,1.875,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,20279,0.488205074566435
13.0,1,2.7175,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,20282,0.15
0.0,2,0.1645,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,20296,1.0
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,20310,1.0
0.0,5,0.1645,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,20357,0.18
5.0,3,0.1645,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,20376,1.0
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,20415,1.0
0.0,4,2.8188,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,20446,0.20383561643835615
0.0,1,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,20488,1.0
4.2,5,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,20529,0.518
0.1818,6,2.4795,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,20535,0.19
15.0,2,3.0681,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,20560,0.34
0.0,1,3.1255,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,20566,0.07
0.0,1,2.5485,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,20575,0.20383561643835615
0.0,2,0.1645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,20578,1.0
4.5,3,3.1255,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,20628,0.22
10.0,2,2.5485,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,20673,1.0
7.0,1,2.3971,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,20778,0.11
9.8696,7,2.8188,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,20782,0.05
0.0,2,0.1645,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,20791,1.0
0.0,3,0.1645,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,20874,0.3391666666666666
15.0,2,0.1645,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,20968,0.12
