consumer_score,mean_total_cost_veh,mean_total_member_cost_veh,mean_tow_miles,aaa_mean_child,aaa_financial_service_0,plus_indicator_description_basic_membership,plus_indicator_description_plus_membership,plus_indicator_description_premier_membership,occupation_group_management,occupation_group_other,occupation_group_professional,occupation_group_retired,sc_vehicle_manufacturer_name_luxury_vehicle,sc_vehicle_manufacturer_name_middle_end_vehicle,tenure_between_21___40_years,tenure_under_20_years,no_members__5___member,no_members_4___member,gender_female,kcl_b_ind_mosaicsgrouping_golden_year,kcl_b_ind_mosaicsgrouping_singles_and_starters,education_high_school,aaa_travel,membership_id,yes_travel
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,783,0.1
0.01488015784150378,0.007201000000000001,8.441607000000001,0.2,4.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,815,0.33
0.017543859649122806,47.773128,187.928256,1.49,1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,854,0.31
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,866,0.22
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,868,0.06
0.015625,44.792701,136.00893,5.56,5.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,870,0.2
0.015625,44.792701,136.00893,0.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,882,1.0
0.01488015784150378,49.620182,155.627818,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,898,0.09
0.0136986301369863,47.04483,132.370546,2.666667,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,959,0.34
0.017241379310344827,45.666598,162.892046,5.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,965,0.15
0.01639344262295082,44.543938,150.919066,0.0,1.0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1126,0.41
0.01488015784150378,45.310681,156.358351,0.363636,1.3333,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1139,0.29
0.01488015784150378,0.007201000000000001,8.441607000000001,2.6538459999999997,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1216,0.16
0.015384615384615385,47.108419,162.93004399999998,6.571428999999999,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1247,0.33
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1249,0.37
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1329,1.0
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1354,1.0
0.0136986301369863,47.04483,132.370546,0.333333,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1363,0.3
0.013157894736842105,46.561231,152.51689199999998,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1397,0.11
0.0136986301369863,45.218975,125.689416,0.3,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1527,0.31
0.017857142857142856,47.351844,164.69268200000002,0.0,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1535,0.42
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1589,0.19
0.01488015784150378,49.620182,155.627818,0.545455,1.0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1634,0.41
0.015384615384615385,47.108419,162.93004399999998,2.142857,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1644,0.26
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1708,0.15
0.014285714285714285,49.209019,135.775668,0.0,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1763,0.45
0.015384615384615385,47.108419,162.93004399999998,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777,0.39
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807,0.12
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1847,0.15
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1878,0.168
0.0136986301369863,47.421625,146.975438,0.0,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1923,0.12
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1933,0.06
0.0136986301369863,47.04483,132.370546,10.333333,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1968,0.21
0.02,47.963156,156.036397,3.333333,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2021,0.33
0.0136986301369863,47.04483,132.370546,3.428571,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2131,0.47
0.0136986301369863,45.218975,125.689416,0.1,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2134,0.1
0.0136986301369863,47.04483,132.370546,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2146,1.0
0.014285714285714285,49.209019,135.775668,0.818182,1.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2155,0.39
0.015384615384615385,47.108419,162.93004399999998,2.871429,2.0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2193,0.24
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2222,0.3575
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2225,0.24461538461538457
0.014285714285714285,49.209019,135.775668,0.0,2.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2255,0.37
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2269,1.0
0.0136986301369863,47.04483,132.370546,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2270,0.32
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2286,0.21666666666666667
0.014285714285714285,47.662222,208.38222199999998,0.0,2.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,2313,0.15
0.0136986301369863,45.218975,125.689416,4.766667,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2330,0.21
0.012987012987012988,52.913768000000005,127.172174,5.014286,2.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2351,0.42
0.0136986301369863,47.04483,132.370546,8.25,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2366,0.32
0.014285714285714285,49.209019,135.775668,0.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2395,0.49
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.3333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2413,0.37
0.0136986301369863,47.04483,132.370546,3.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423,0.31
0.0136986301369863,45.218975,125.689416,0.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2452,0.29
0.0136986301369863,45.218975,125.689416,0.0,2.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2455,0.39
0.015384615384615385,47.108419,162.93004399999998,2.6,2.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2459,0.2
0.015625,44.792701,136.00893,4.455556,3.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2464,0.22
0.013157894736842105,47.327234999999995,147.456553,0.0,4.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2485,1.0
0.015625,48.760816,175.441122,0.0,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2550,0.11
0.0136986301369863,45.218975,125.689416,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2573,0.44
0.014925373134328358,47.571626,145.274146,1.5,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2599,0.29
0.01639344262295082,44.543938,150.919066,0.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2607,1.0
0.014285714285714285,49.209019,135.775668,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2666,0.23
0.0136986301369863,47.04483,132.370546,7.5,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2667,0.29
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2685,0.12
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2696,0.27
0.01639344262295082,44.543938,150.919066,11.0,3.6,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2733,1.0
0.01488015784150378,104.97,216.82,0.375,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2762,0.56
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2766,1.0
0.01488015784150378,45.310681,156.358351,0.0,2.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,2804,1.0
0.01488015784150378,49.620182,155.627818,13.0,2.0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,2829,1.0
0.014285714285714285,49.209019,135.775668,2.333333,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2853,0.27
0.01488015784150378,55.609615000000005,254.136538,1.233333,2.0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,2872,0.21
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2946,0.53
0.01488015784150378,45.310681,156.358351,7.0,3.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2991,0.2
0.020833333333333332,51.028846,72.43461500000001,0.590909,2.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,3013,0.22
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3041,0.13
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3058,0.08
0.01488015784150378,53.527353000000005,151.742059,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3066,0.3
0.0136986301369863,45.218975,125.689416,7.266667,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3067,1.0
0.015384615384615385,47.108419,162.93004399999998,11.0,3.5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3072,0.26
0.014925373134328358,47.571626,145.274146,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3085,0.32
0.014285714285714285,49.209019,135.775668,0.0,2.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3095,0.25
0.014285714285714285,49.209019,135.775668,0.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3111,1.0
0.015625,48.760816,175.441122,4.33125,1.8519,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,3128,1.0
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3138,0.2546666666666668
0.013157894736842105,44.882397999999995,143.574269,1.285714,2.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,3177,0.31
0.02,47.963156,156.036397,4.326316,2.1053,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,3182,1.0
0.0136986301369863,47.04483,132.370546,0.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3237,0.11
0.014925373134328358,47.571626,145.274146,4.714286,2.0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,3244,0.35
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,3289,0.26
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3297,0.24
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3357,1.0
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,3372,1.0
0.015384615384615385,47.108419,162.93004399999998,2.88,1.4,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3387,0.23
0.014925373134328358,47.571626,145.274146,1.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3394,0.16
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3456,0.13
0.012345679012345678,46.948254,117.08376299999999,0.375,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3470,0.52
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3487,0.27
0.02,47.963156,156.036397,2.6,3.0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,3520,1.0
0.015384615384615385,47.108419,162.93004399999998,1.054545,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3536,0.24
0.015384615384615385,47.108419,162.93004399999998,0.0,3.0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3557,0.27
0.01639344262295082,44.543938,150.919066,5.10625,3.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3562,0.29
0.015384615384615385,47.108419,162.93004399999998,2.5333330000000003,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3579,0.32
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3696,0.355
0.012345679012345678,46.948254,117.08376299999999,0.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3716,0.24
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3734,1.0
0.01488015784150378,0.007201000000000001,8.441607000000001,3.26,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3737,0.2783333333333333
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3774,1.0
0.014285714285714285,43.776883000000005,151.74655900000002,0.333333,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3780,0.33
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3789,0.15
0.014084507042253521,46.32338,144.325817,0.75,2.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3855,0.21
0.0136986301369863,45.218975,125.689416,1.7777779999999999,2.0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3883,0.36
0.014285714285714285,49.209019,135.775668,0.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3884,0.24
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3913,1.0
0.0136986301369863,47.04483,132.370546,0.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3921,1.0
0.015384615384615385,47.108419,162.93004399999998,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3934,0.39
0.013157894736842105,46.561231,152.51689199999998,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3955,0.3
0.015625,48.760816,175.441122,1.307692,4.4286,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,3959,0.25
0.015384615384615385,47.108419,162.93004399999998,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011,0.1842857142857143
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4036,0.2
0.01488015784150378,55.609615000000005,254.136538,0.333333,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4055,1.0
0.01639344262295082,44.543938,150.919066,0.0,1.0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,4063,1.0
0.0136986301369863,47.04483,132.370546,0.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,4070,0.225
0.01488015784150378,45.310681,156.358351,1.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4075,0.18
0.0136986301369863,47.04483,132.370546,0.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4099,1.0
0.014285714285714285,49.209019,135.775668,0.333333,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4123,0.16
0.020833333333333332,51.028846,72.43461500000001,9.333333,1.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4127,0.15
0.01488015784150378,49.840036,191.50224599999999,0.333333,2.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4208,0.16
0.02,47.963156,156.036397,0.0,1.0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4228,0.23
0.015625,44.792701,136.00893,0.5,1.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,4264,0.15
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4269,0.4
0.012987012987012988,52.913768000000005,127.172174,0.5,2.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4296,0.22
0.013157894736842105,46.561231,152.51689199999998,1.333333,2.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,4300,1.0
0.014925373134328358,47.571626,145.274146,0.0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4311,0.12
0.01488015784150378,49.620182,155.627818,3.6133330000000004,1.7143,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4322,0.37
0.0136986301369863,47.04483,132.370546,0.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4339,0.17
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4366,0.24
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4386,0.24999999999999992
0.013157894736842105,46.561231,152.51689199999998,0.333333,2.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,4433,1.0
0.0136986301369863,45.218975,125.689416,0.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4482,0.16
0.01488015784150378,0.007201000000000001,8.441607000000001,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4489,0.11
0.015384615384615385,47.108419,162.93004399999998,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4494,0.23
0.014285714285714285,43.776883000000005,151.74655900000002,0.3,3.0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,4534,1.0
0.015625,48.760816,175.441122,0.0,6.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4538,0.11
0.015625,44.792701,136.00893,1.25,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4539,0.21
