mean_total_cost,length_of_residence,total_members_in_household,mean_total_calls_veh,mean_tow_miles,consumer_score,credit_ranges_800_,credit_ranges_below_700,education_high_school,education_some_college,generation_baby_boomers__1948___1968_,generation_generation_x__1969___1980_,generation_millenials__1981___1993_,income_under_39999,no_members_4___member,kcl_b_ind_mosaicsgrouping_middle_class_melting_pot,kcl_b_ind_mosaicsgrouping_power_elite,kcl_b_ind_mosaicsgrouping_singles_and_starters,aaa_auto_insurance_0,aaa_id_theft_0,aaa_travel_0,occupation_group_management,occupation_group_professional,occupation_group_retired,mosaic_global_household_bourgeois_prosperity,mosaic_global_household_career_and_family,mosaic_global_household_comfortable_retirement,mosaic_global_household_hard_working_blue_collar,mosaic_global_household_low_income_elders,mosaic_global_household_routine_service_workers,aaa_credit_card,membership_id,yes_credit_card
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,85481,0.22
36.308333000000005,10.0,3,2.8938,0.0,0.01639344262295082,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,85499,0.14
10.666667,5.0,2,2.5485,0.0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,85522,0.03
30.333333000000003,15.0,3,3.5949,3.666667,0.017543859649122806,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,85523,0.07
0.0,7.5,2,0.1645,0.0,0.01488015784150378,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,85529,1.0
0.0,5.5,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,85544,0.11
53.0,0.0,1,2.5485,0.5,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,85561,0.11
0.0,5.0,3,0.1645,0.0,0.01488015784150378,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,85574,0.03
20.6075,3.75,4,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,85594,0.25
8.5,4.5,3,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,85606,0.17
26.5,17.5,2,3.1964,0.0,0.015625,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,85620,0.05
29.64,12.0,3,2.5107,0.0,0.014285714285714285,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,85622,1.0
39.75,3.75,2,3.4601,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,85629,0.07
47.14,10.2,3,2.8848,4.0,0.01488015784150378,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,85638,0.08
53.0,15.0,1,2.4416,1.666667,0.0136986301369863,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,85648,0.12
53.0,8.0,1,2.8049,4.0,0.014925373134328358,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,85653,0.09
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,85666,0.07
26.5,0.0,3,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,85733,0.09
42.4,15.0,2,2.5485,0.6,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,85735,0.09
0.0,0.0,4,0.1645,0.0,0.01488015784150378,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,85738,0.06
36.2125,10.0,3,0.1645,2.5,0.01488015784150378,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,85742,1.0
32.857143,12.8571,2,2.5485,1.814286,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,85780,0.17
17.666667,10.0,3,0.1645,0.0,0.01488015784150378,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,85785,0.26
45.315,15.0,4,2.8938,1.041667,0.01639344262295082,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,85794,0.12
0.0,15.0,1,0.1645,0.0,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,85803,0.13
17.666667,10.0,3,2.4416,7.0,0.0136986301369863,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,85806,0.05
0.0,15.0,2,0.1645,0.0,0.01488015784150378,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,85820,0.02
29.425,7.5,2,2.3971,0.0,0.012345679012345678,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,85822,0.07
0.0,12.0,1,0.1645,0.0,0.01488015784150378,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,85824,0.07
25.85,8.3,4,3.4601,1.6,0.01488015784150378,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,85827,1.0
29.425,8.5,2,3.522,0.0,0.01488015784150378,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,85836,0.24
33.67,9.6,2,2.5107,0.0,0.014285714285714285,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,85868,1.0
13.25,0.25,4,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,85918,0.2
20.0,7.8,4,2.5485,0.42,0.0136986301369863,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,85923,0.15
0.0,15.0,1,0.1645,0.0,0.01488015784150378,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,85928,1.0
43.90625,5.625,3,2.6025,5.4375,0.015625,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,85943,0.11
22.07,11.25,3,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,85948,0.14
44.230769,13.8462,3,2.8938,2.615385,0.01639344262295082,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,85951,0.1
29.425,4.5,2,2.3971,0.0,0.012345679012345678,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,85969,0.31
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,86018,0.07
48.94375,15.0,2,3.522,2.25,0.01488015784150378,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,86029,0.08
53.0,5.0,2,3.0205,1.0,0.017241379310344827,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,86030,0.32
17.666667,10.0,3,0.1645,1.333333,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,86031,0.13
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,86080,0.42
26.5,15.0,3,2.5485,0.75,0.0136986301369863,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,86083,0.14
53.0,12.0,1,2.5485,0.0,0.0136986301369863,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,86099,0.2
19.616667,10.0,3,2.5485,0.0,0.0136986301369863,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,86133,0.15
0.0,27.0,2,0.1645,0.0,0.01488015784150378,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,86163,0.19
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,86164,0.03
29.425,15.0,2,0.1645,0.0,0.01488015784150378,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,86172,0.42
37.283333,11.3333,4,0.1645,0.0,0.01488015784150378,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,86174,0.08
15.5,15.0,3,2.8049,1.0,0.014925373134328358,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,86181,1.0
18.5,0.0,2,3.4601,2.75,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,86195,0.1
0.0,7.5,2,4.2931,0.0,0.02040816326530612,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,86201,1.0
29.425,7.5,2,2.5107,8.0,0.014285714285714285,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,86203,1.0
0.0,7.5,4,0.1645,0.0,0.01488015784150378,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,86247,0.06
31.3125,11.625,4,2.6025,1.25,0.015625,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,86253,1.0
38.0,2.5,3,2.8938,4.5,0.01639344262295082,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,86257,1.0
53.0,0.0,1,2.8373,0.25,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,86306,0.08
0.0,10.3333,3,0.1645,0.0,0.01488015784150378,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,86320,0.18
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,86342,0.42
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,86368,0.33
25.416667,11.1667,2,2.4058,2.65,0.012987012987012988,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,86376,1.0
0.0,13.0,1,0.1645,0.0,0.01488015784150378,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,86378,0.44
30.0,1.0,2,0.1645,1.5,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,86400,0.09
0.0,5.0,4,0.1645,0.0,0.01488015784150378,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,86402,1.0
44.285,15.0,3,2.3971,0.14,0.012345679012345678,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,86412,0.19
32.5,15.0,1,2.9578,18.5,0.015384615384615385,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,86421,0.16
0.0,8.6667,3,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,86432,1.0
26.5,7.5,2,2.5107,0.0,0.014285714285714285,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,86444,1.0
29.121429,0.0,4,0.1645,1.714286,0.01488015784150378,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,86452,0.11
0.0,7.5,2,0.1645,0.0,0.01488015784150378,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,86473,0.06846153846153846
17.666667,0.0,2,2.5485,0.0,0.0136986301369863,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,86477,0.07
18.5,0.0,3,2.9578,0.0,0.015384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,86491,0.17
20.75,0.75,3,2.8188,0.75,0.02,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,86496,0.08
25.986364000000002,5.4545,7,2.5485,0.0,0.0136986301369863,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,86513,1.0
28.427273,6.0,6,2.8938,2.072727,0.01639344262295082,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,86548,0.07
19.616667,0.0,3,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,86560,0.24
27.0,15.0,1,3.0681,1.0,0.01488015784150378,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,86570,1.0
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,86580,0.05
53.0,13.0,2,2.8409,0.0,0.013157894736842105,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,86582,0.04
26.5,0.0,2,2.5485,0.0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,86612,0.36
39.75,0.0,2,2.9578,0.0,0.015384615384615385,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,86616,0.05
0.0,13.0,2,2.5485,0.0,0.0136986301369863,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,86630,0.16
37.283333,0.0,2,2.4416,0.0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,86647,0.06
35.820833,1.25,6,2.4416,0.0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,86652,0.14
123.0,6.0,1,2.5485,0.0,0.0136986301369863,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,86668,0.07
26.5,7.5,2,2.9578,0.0,0.015384615384615385,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,86696,0.08
26.5,3.0,2,3.0681,2.0,0.01488015784150378,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,86723,0.17
37.283333,15.0,2,2.8938,1.333333,0.01639344262295082,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,86735,0.17
0.0,15.0,2,0.1645,0.0,0.01488015784150378,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,86768,0.23
52.822727,1.2727,4,3.5949,1.0,0.017543859649122806,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,86843,0.09
44.333333,15.0,1,2.6025,0.0,0.015625,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,86874,1.0
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,86885,0.07
29.928571,15.0,1,2.9578,0.571429,0.015384615384615385,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,86892,0.13
0.0,7.5,2,0.1645,0.0,0.01488015784150378,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,86902,0.08
31.25,1.875,3,2.8938,0.25,0.01639344262295082,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,86943,0.46
26.5,7.5,2,2.8373,0.0,0.01488015784150378,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,86970,0.1
36.103333,8.0,2,2.5107,0.0,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,86990,0.02
42.208333,1.8333,2,0.1645,3.025,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,86997,0.13
33.284615,3.0,5,2.9578,0.307692,0.015384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,87002,0.07
45.4,0.0,4,2.5485,0.5,0.0136986301369863,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,87014,0.1
42.259091,9.8182,3,2.3971,2.081818,0.012345679012345678,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,87053,0.04
29.7125,11.25,3,2.9578,0.0,0.015384615384615385,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,87054,0.07
34.8,0.0,2,2.5107,0.0,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,87055,0.17
17.666667,5.0,1,2.5107,0.0,0.014285714285714285,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,87071,1.0
44.2125,15.0,2,3.1964,1.75,0.015625,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,87073,0.18
30.892857,1.8571,5,2.8938,2.214286,0.01639344262295082,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,87078,0.13
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,87094,1.0
45.333333,8.6667,2,3.0681,4.3333330000000005,0.01488015784150378,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,87114,0.01
52.789286,8.3571,2,2.9578,5.85,0.015384615384615385,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,87119,1.0
26.5,0.0,2,3.0205,0.0,0.017241379310344827,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,87134,0.18
53.0,8.0,3,2.8938,1.5,0.01639344262295082,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,87137,1.0
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,87171,0.07
29.333333000000003,0.0,2,2.4416,0.0,0.0136986301369863,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,87184,0.2
48.9,7.0,4,3.1964,0.153846,0.015625,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,87205,0.12
23.75,12.5,2,2.5485,0.0,0.0136986301369863,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,87216,0.16
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,87223,0.06
0.0,6.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,87282,0.31800000000000006
28.5,10.0,2,2.5485,0.333333,0.0136986301369863,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,87285,0.2
33.25,2.25,2,2.8188,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,87288,0.36
48.411111,0.8889,2,2.9578,0.0,0.015384615384615385,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,87316,0.13
0.0,7.5,2,0.1645,0.0,0.01488015784150378,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,87321,0.19
0.0,0.0,3,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,87336,0.05
20.5,15.0,4,2.8409,0.0,0.013157894736842105,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,87347,1.0
15.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,87370,0.16
17.666667,10.0,3,2.4416,0.0,0.0136986301369863,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,87395,0.17
19.616667,0.0,3,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,87441,0.34
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,87464,0.42
27.7,9.0,3,2.5485,0.0,0.0136986301369863,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,87502,0.03
53.0,15.0,1,2.8409,1.0,0.013157894736842105,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,87503,1.0
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,87505,0.05
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,87507,0.13
17.666667,2.3333,3,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,87508,1.0
35.333333,10.0,2,3.4601,1.0,0.01488015784150378,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,87521,1.0
28.0,15.0,1,2.5485,0.0,0.0136986301369863,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,87533,0.04
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,87572,0.03
21.75,15.0,1,2.9578,0.25,0.015384615384615385,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,87584,0.17
0.0,0.0,3,0.1645,0.0,0.01488015784150378,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,87594,0.13
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,87614,0.07
17.5,0.0,2,2.5485,0.0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,87627,0.1
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,87639,0.07
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,87646,0.07
64.333333,0.6667,2,2.9578,9.666667,0.015384615384615385,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87647,0.2
32.5,15.0,2,2.6025,2.9,0.015625,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,87654,0.21
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,87655,0.07
0.0,0.0,3,0.1645,0.0,0.01488015784150378,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,87656,0.09
64.625,12.0,2,2.5485,10.55,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,87657,1.0
54.5,15.0,1,2.9578,2.0,0.015384615384615385,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,87664,0.32
24.75,0.0,3,2.6569,3.5,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,87667,0.24
0.0,15.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,87674,0.12
33.125,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,87748,0.09
28.0,10.0,1,2.9578,0.0,0.015384615384615385,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,87760,0.15
29.440909,10.6364,7,3.1255,0.363636,0.014285714285714285,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,87773,0.04
47.833333,15.0,2,2.5107,7.233333,0.014285714285714285,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,87780,0.17
0.0,0.0,3,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,87796,0.42
0.0,15.0,2,0.1645,0.0,0.01488015784150378,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,87797,0.11
0.0,13.0,2,0.1645,0.0,0.01488015784150378,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,87843,0.17
29.425,12.5,2,2.5107,0.0,0.014285714285714285,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,87846,0.14
