mean_total_cost,length_of_residence,total_members_in_household,mean_total_calls_veh,mean_tow_miles,consumer_score,credit_ranges_800_,credit_ranges_below_700,education_high_school,education_some_college,generation_baby_boomers__1948___1968_,generation_generation_x__1969___1980_,generation_millenials__1981___1993_,income_under_39999,no_members_4___member,kcl_b_ind_mosaicsgrouping_middle_class_melting_pot,kcl_b_ind_mosaicsgrouping_power_elite,kcl_b_ind_mosaicsgrouping_singles_and_starters,aaa_auto_insurance_0,aaa_id_theft_0,aaa_travel_0,occupation_group_management,occupation_group_professional,occupation_group_retired,mosaic_global_household_bourgeois_prosperity,mosaic_global_household_career_and_family,mosaic_global_household_comfortable_retirement,mosaic_global_household_hard_working_blue_collar,mosaic_global_household_low_income_elders,mosaic_global_household_routine_service_workers,aaa_credit_card,membership_id,yes_credit_card
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7513,1.0
53.0,2.0,1,2.6569,7.0,0.01488015784150378,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7515,0.04
0.0,5.0,3,0.1645,0.0,0.01488015784150378,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,7520,0.22
35.333333,0.0,2,2.8049,0.0,0.014925373134328358,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,7524,0.33
31.24125,0.0,3,0.1645,2.25,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7563,0.19
16.75,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7565,0.09
35.333333,5.0,3,2.8938,0.0,0.01639344262295082,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,7570,0.13
0.0,0.0,6,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,7587,0.42
0.0,15.0,2,0.1645,0.0,0.01488015784150378,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,7596,0.08
16.5,13.0,2,0.1645,8.35,0.01488015784150378,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,7630,0.07
20.0,2.0,2,3.6932,0.0,0.01488015784150378,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7634,0.02
15.0,13.0,2,0.1645,0.0,0.01488015784150378,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7742,0.12
43.814285999999996,10.0,2,2.9578,0.714286,0.015384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,7743,0.21
34.571428999999995,4.2857,4,0.1645,1.4285709999999998,0.01488015784150378,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,7763,1.0
26.5,11.0,3,2.8373,0.0,0.01488015784150378,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,7780,0.13
55.19375,11.25,2,2.5485,0.75,0.0136986301369863,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,7788,0.11
0.0,9.0,1,0.1645,0.0,0.01488015784150378,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,7793,0.31
18.0,7.5,2,0.1645,5.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,7796,0.34
15.0,0.5,4,2.3971,0.0,0.012345679012345678,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7803,0.22
35.85625,12.125,4,2.9578,2.4875,0.015384615384615385,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,7804,0.1
53.0,3.0,2,2.7486,10.0,0.017857142857142856,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7832,0.19
10.0,15.0,2,0.1645,0.0,0.01488015784150378,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,7864,0.21
52.978570999999995,15.0,1,2.4416,2.571429,0.0136986301369863,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,7910,0.16
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,7918,0.42
14.0,0.0,2,2.5485,0.0,0.0136986301369863,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7922,0.06
26.5,11.25,3,0.1645,0.75,0.01488015784150378,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,7927,1.0
13.25,1.75,7,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,7939,1.0
30.927778000000004,11.6667,5,2.7175,0.0,0.014084507042253521,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,7963,0.02
46.333333,0.0,1,2.6025,5.6666669999999995,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,7972,0.06
0.0,7.5,2,0.1645,0.0,0.01488015784150378,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7981,0.08
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,8025,0.25
48.2,15.0,1,2.5485,1.4,0.0136986301369863,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8050,1.0
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8096,0.07
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8110,0.06
10.6,6.0,4,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8127,0.25
52.7125,12.0,1,2.5107,0.0,0.014285714285714285,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,8149,0.14
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,8154,0.14333333333333337
26.5,5.5,2,2.5485,0.0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8156,0.07
39.75,0.75,2,3.6932,4.75,0.01488015784150378,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,8163,0.08
53.0,4.0,1,2.9578,0.0,0.015384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,8166,0.29
32.0,11.25,3,2.5485,0.625,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,8171,0.21
20.0,2.3333,2,2.8188,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,8175,0.16
7.5,0.0,4,0.1645,0.0,0.01488015784150378,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,8188,0.09
13.25,3.75,4,2.5485,0.0,0.0136986301369863,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8233,0.34
15.0,15.0,2,2.7486,0.0,0.017857142857142856,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,8240,0.22
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,8252,0.05
0.0,15.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8279,0.18
0.0,0.5,4,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,8325,0.16
0.0,5.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,8361,0.09
41.857143,2.1429,3,0.1645,4.571429,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,8371,0.06
51.29,9.0,2,2.3971,0.77,0.012345679012345678,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,8373,1.0
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8377,0.05
29.0,0.0,2,0.1645,3.7,0.01488015784150378,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,8383,0.22
24.0,8.6667,3,2.4416,5.6666669999999995,0.0136986301369863,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,8424,1.0
43.041667,9.1667,3,2.8188,2.791667,0.02,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,8439,0.13
38.515384999999995,13.8462,4,3.4601,1.7692310000000002,0.01488015784150378,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,8479,0.06
53.0,13.0,1,1.3846,11.0,0.020833333333333332,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,8502,1.0
19.0,9.0,4,2.4416,0.82,0.0136986301369863,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,8519,0.18
0.0,15.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,8521,0.19
13.25,5.25,4,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,8531,0.33
26.5,12.5,5,2.5485,0.0,0.0136986301369863,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,8553,0.06
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,8583,1.0
0.0,3.5,4,0.1645,0.0,0.01488015784150378,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,8589,0.05
26.5,6.0,2,0.1645,5.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,8591,0.24
42.5,3.5,2,2.8938,0.0,0.01639344262295082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,8595,1.0
33.5,15.0,1,2.5485,0.0,0.0136986301369863,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8611,0.07
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,8626,1.0
34.4925,8.0,7,2.4795,2.05,0.013157894736842105,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,8631,0.11
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,8649,0.05
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,8666,0.05
0.0,7.5,2,0.1645,0.0,0.01488015784150378,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,8682,1.0
29.45,2.1538,6,2.8409,0.0,0.013157894736842105,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,8697,0.1
27.333333000000003,1.0,1,2.8049,0.055555999999999994,0.014925373134328358,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,8700,0.14
32.666667,31.0,3,0.1645,6.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,8775,0.09
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,8781,0.05
22.333333,7.5,5,2.4416,0.0,0.0136986301369863,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8799,0.27
83.9625,11.25,2,3.1255,1.0,0.014285714285714285,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,8806,0.07
17.666667,0.0,3,2.5107,0.0,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8821,0.08
0.0,5.0,3,0.1645,0.0,0.01488015784150378,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,8838,0.27
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,8841,0.05
9.666667,10.0,3,0.1645,4.233333,0.01488015784150378,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,8842,1.0
28.0,15.0,1,2.5485,0.0,0.0136986301369863,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8854,0.04
42.4,10.6,2,2.5485,0.4,0.0136986301369863,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8876,0.12
24.583333,0.0,3,2.8188,3.833333,0.02,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8921,0.1
17.666667,5.0,3,2.9578,0.0,0.015384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,8922,0.14
13.3,10.4,4,0.1645,1.82,0.01488015784150378,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,8925,0.11
45.428571000000005,0.0,2,2.8409,0.14285699999999998,0.013157894736842105,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8934,0.12
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,8948,0.07
54.8,6.0,2,2.4416,1.0,0.0136986301369863,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,8979,0.18
33.354167,12.5,5,3.0205,0.14166700000000002,0.017241379310344827,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,8983,0.21
41.5,8.5714,3,2.8188,5.057143,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8993,0.17
39.125,1.875,4,2.8938,4.025,0.01639344262295082,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9028,0.09
42.4,0.0,2,2.4416,0.2,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,9037,0.16
0.0,15.0,1,0.1645,0.0,0.01488015784150378,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,9042,1.0
26.5,7.5,2,2.9578,0.0,0.015384615384615385,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9083,0.04
70.925,9.0,1,2.5107,6.5,0.014285714285714285,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9093,0.05
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,9096,0.05
27.5,10.0,3,2.3971,0.0,0.012345679012345678,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,9130,0.13
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,9153,0.05
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9157,0.07
39.75,11.25,2,3.0205,9.25,0.017241379310344827,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,9161,0.02
0.0,5.0,3,2.5107,0.0,0.014285714285714285,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,9175,0.14
0.0,4.0,2,0.1645,0.0,0.01488015784150378,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9209,0.3
40.4,29.4,3,2.5107,4.6,0.014285714285714285,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,9225,0.19
15.25,0.0,2,2.5485,0.0,0.0136986301369863,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9229,0.2
0.0,10.0,2,0.1645,0.0,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,9233,0.19
28.5,15.0,2,3.522,2.0,0.01488015784150378,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,9247,0.11
0.0,10.0,3,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9278,0.11
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9283,0.11
0.0,15.0,1,0.1645,0.0,0.01488015784150378,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,9299,0.25
23.8375,11.25,3,0.1645,0.0,0.01488015784150378,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,9305,0.21
33.75,6.0,3,2.5485,0.05,0.0136986301369863,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,9346,1.0
27.55,0.0,5,2.8049,4.714286,0.014925373134328358,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9355,0.04
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9356,0.07
48.54375,5.25,3,2.5485,0.0,0.0136986301369863,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,9360,1.0
42.4,3.0,2,2.5485,0.0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9376,0.21
18.857143,9.1429,5,2.5485,0.0,0.0136986301369863,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,9382,0.2
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,9396,0.05
26.5,7.5,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,9401,1.0
29.425,11.25,4,2.5107,0.0,0.014285714285714285,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,9412,0.21
46.714286,15.0,2,3.0681,2.0,0.01488015784150378,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,9414,1.0
37.4,1.0,3,2.5485,0.8,0.0136986301369863,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,9427,0.02
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,9439,0.04
37.283333,12.5,4,2.6025,3.666667,0.015625,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,9453,0.24
21.208333,2.1667,3,2.6025,0.0,0.015625,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9539,0.13
32.5,12.0,1,2.5485,0.0,0.0136986301369863,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,9572,1.0
28.583333000000003,12.5,2,3.1255,0.0,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,9605,0.22
0.0,2.25,4,0.1645,0.0,0.01488015784150378,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9612,0.11
10.0,5.0,3,0.1645,0.0,0.01488015784150378,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,9615,0.21
13.3125,6.75,3,2.9578,0.0,0.015384615384615385,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,9634,0.09
35.333333,8.6667,3,2.5485,0.0,0.0136986301369863,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9644,0.14
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,9648,0.06
74.666667,8.0,3,2.8188,3.333333,0.02,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,9649,0.22
0.0,13.0,1,0.1645,0.0,0.01488015784150378,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,9676,1.0
0.0,7.5,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,9693,0.15
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,9722,0.42
39.785,12.0,5,2.8938,1.0,0.01639344262295082,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,9749,0.29
23.5,7.0,2,2.5107,3.5,0.014285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,9763,0.21
53.0,0.0,1,2.8938,0.0,0.01639344262295082,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9769,0.08
13.5,9.75,3,2.5107,0.0,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,9773,0.05
53.0,12.3333,2,2.4795,0.0,0.013157894736842105,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,9775,0.19
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,9789,0.06
0.0,5.5,2,0.1645,0.0,0.01488015784150378,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,9795,0.04
29.425,15.0,2,0.1645,0.0,0.01488015784150378,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,9801,0.09
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9804,0.07
46.619167,11.9167,2,2.5485,0.166667,0.0136986301369863,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,9815,0.1
33.5,15.0,1,2.5485,0.0,0.0136986301369863,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,9835,0.12
58.85,13.0,1,2.9578,0.0,0.015384615384615385,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,9836,0.2
9.81,3.0,3,0.1645,0.0,0.01488015784150378,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,9842,0.26
0.0,15.0,1,0.1645,0.0,0.01488015784150378,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9848,0.13
35.333333,0.0,2,3.7444,1.0,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,9854,0.05
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,9857,0.11
9.0,10.0,3,0.1645,1.0,0.01488015784150378,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,9897,1.0
53.333332999999996,12.5,4,2.5485,7.8333330000000005,0.0136986301369863,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,9901,0.15
26.5,15.0,2,2.8938,0.0,0.01639344262295082,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,9904,0.21
33.225,8.1667,3,2.7175,0.5,0.014084507042253521,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,9931,1.0
0.0,0.0,1,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,9953,0.05
0.0,0.0,2,0.1645,0.0,0.01488015784150378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9954,0.07
