total_calls,mean_basic_cost,generation_baby_boomers__1948___1968_,no_members_2___member,no_members_3___member,kcl_b_ind_mosaicsgrouping_boomers,kcl_b_ind_mosaicsgrouping_middle_class_melting_pot,aaa_auto_insurance_0,occupation_group_management,occupation_group_retired,mosaic_global_household_routine_service_workers,aaa_motorcycle_indicator_1_0,aaa_home_equity,membership_id,yes_home_equity
0.0,42.4,0,1,0,1,0,1,0,0,0,1,0,85735,0.0
0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,85738,0.0
3.0,35.4625,0,0,1,0,0,0,0,0,0,1,0,85742,0.0
36.0,28.571429,0,1,0,0,0,1,0,0,0,1,0,85780,0.0
0.0,17.666667,0,0,1,0,0,1,0,1,0,0,0,85785,0.0
18.0,44.565,0,0,0,0,0,1,0,0,0,1,0,85794,0.0
2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,85803,0.04
0.0,17.666667,1,0,1,1,0,0,0,0,0,0,0,85806,0.0
0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,85820,0.0
1.0,29.425,0,1,0,0,0,1,0,0,0,1,0,85822,0.0
0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,85824,0.0
8.0,25.85,0,0,0,0,1,0,0,0,0,0,0,85827,0.0
6.0,29.425,0,1,0,0,0,0,0,0,0,1,0,85836,0.0
20.0,33.67,0,1,0,0,1,0,0,0,1,1,0,85868,0.01
0.0,13.25,0,0,0,0,0,0,0,0,0,0,0,85918,0.0
12.0,20.0,0,0,0,0,0,1,0,1,0,0,0,85923,0.0
0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,85928,0.0
4.0,32.65625,0,0,1,0,1,1,0,1,1,0,0,85943,0.0
2.0,22.07,0,0,1,0,0,0,0,0,0,1,0,85948,0.0
7.0,41.923077,0,0,1,0,0,1,0,0,0,1,0,85951,0.0
2.0,29.425,0,1,0,0,0,0,0,1,0,1,0,85969,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,86018,0.0
21.0,48.56875,1,1,0,1,0,1,0,1,1,1,0,86029,0.0
0.0,53.0,0,1,0,0,0,1,1,0,0,0,0,86030,0.01
0.0,17.666667,0,0,1,0,0,1,0,1,1,0,0,86031,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,86080,0.0
1.0,26.5,0,0,1,1,0,0,0,1,0,0,0,86083,0.02
0.0,53.0,0,0,0,0,0,0,1,0,0,1,0,86099,0.0
1.0,19.616667,0,0,1,0,0,1,0,0,1,1,0,86133,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,86163,0.0
0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,86164,0.0
1.0,29.425,0,1,0,0,0,1,0,0,0,1,0,86172,0.0
11.0,37.283333,0,0,0,0,0,1,0,0,0,1,0,86174,0.0
6.0,15.5,1,0,1,0,0,1,1,0,0,0,0,86181,0.0
1.0,14.5,0,1,0,1,0,1,0,0,1,1,0,86195,0.0
1.0,0.0,0,1,0,0,0,1,0,1,0,1,0,86201,0.0
1.0,29.425,0,1,0,0,0,1,0,0,0,1,0,86203,0.0
2.0,0.0,1,0,0,0,0,1,0,0,0,0,0,86247,0.0
9.0,31.3125,1,0,0,0,0,0,0,0,0,1,0,86253,0.0
4.0,31.5,1,0,1,0,0,1,0,0,0,0,0,86257,0.0
4.0,53.0,0,0,0,1,0,1,0,1,0,1,0,86306,0.0
1.0,0.0,1,0,1,1,0,0,1,0,0,0,0,86320,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,86342,0.0
0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,86368,0.0
10.0,25.416667,0,1,0,0,0,1,0,1,0,1,0,86376,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,86378,0.0
3.0,29.25,0,1,0,0,0,0,0,0,0,1,0,86400,0.0
0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,86402,0.0
40.0,44.285,0,0,1,0,0,1,0,0,0,1,0,86412,0.0
1.0,32.5,0,0,0,0,0,1,0,1,0,0,0,86421,0.0
0.0,0.0,0,0,1,1,0,0,1,0,1,0,0,86432,0.0
0.0,26.5,0,1,0,0,0,0,0,1,0,1,0,86444,0.0
8.0,23.55,0,0,0,1,0,1,0,0,1,1,0,86452,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,86473,0.0
0.0,17.666667,1,1,0,1,0,1,0,0,0,1,0,86477,0.0
0.0,18.5,0,0,1,1,0,1,0,0,1,0,0,86491,0.0
1.0,20.75,0,0,1,1,0,1,0,0,0,0,0,86496,0.0
14.0,25.986364000000002,1,0,0,0,0,1,0,0,0,1,0,86513,0.0
28.0,28.427273,0,0,0,0,0,1,0,0,0,1,0,86548,0.0
1.0,19.616667,0,0,1,0,0,0,0,0,0,1,0,86560,0.0
2.0,27.0,0,0,0,0,0,1,0,1,0,0,0,86570,0.0
0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,86580,0.0
0.0,53.0,0,1,0,1,0,1,0,1,0,1,0,86582,0.0
0.0,26.5,0,1,0,1,0,0,0,1,1,0,0,86612,0.0
9.0,39.75,0,1,0,0,0,1,0,0,0,0,0,86616,0.0
0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,86630,0.0
2.0,37.283333,0,1,0,1,0,1,0,0,0,1,0,86647,0.0
50.0,35.820833,0,0,0,0,0,0,0,0,0,1,0,86652,0.0
0.0,53.0,0,0,0,0,0,1,0,1,0,0,0,86668,0.0
1.0,26.5,0,1,0,0,0,1,0,0,0,0,0,86696,0.0
0.0,26.5,0,1,0,1,0,0,0,1,0,0,0,86723,0.0
2.0,37.283333,0,1,0,0,0,1,1,0,0,1,0,86735,0.02
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,86768,0.0
39.0,52.822727,1,0,0,0,0,1,0,0,0,1,0,86843,0.0
0.0,44.333333,0,0,0,1,0,1,1,0,1,1,0,86874,0.01
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,86885,0.0
21.0,29.071429,0,0,0,0,0,1,0,1,1,0,0,86892,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,86902,0.0
15.0,30.375,0,0,1,1,0,0,0,0,1,1,0,86943,0.0
0.0,26.5,0,1,0,1,0,0,0,0,0,0,0,86970,0.0
4.0,29.616667,0,1,0,1,0,1,0,0,0,1,0,86990,0.0
77.0,35.958333,0,1,0,0,0,1,0,0,0,0,0,86997,0.0
38.0,33.053846,0,0,0,0,0,1,0,0,0,1,0,87002,0.0
30.0,45.4,0,0,0,0,1,1,0,0,0,1,0,87014,0.0
35.0,39.804545000000005,0,0,1,1,0,1,0,1,0,1,0,87053,0.0
1.0,29.7125,1,0,1,1,0,0,0,0,0,1,0,87054,0.0
16.0,34.8,0,1,0,0,0,1,0,0,0,0,0,87055,0.0
6.0,17.666667,0,0,0,0,0,0,0,0,0,0,0,87071,0.0
9.0,41.2125,0,1,0,0,0,0,0,1,0,1,0,87073,0.0
7.0,30.892857,0,0,0,1,0,0,0,0,0,1,0,87078,0.0
1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,87094,0.09
4.0,35.333333,0,1,0,0,0,1,0,0,0,1,0,87114,0.0
130.0,39.932142999999996,0,1,0,0,0,1,1,0,0,1,0,87119,0.02
1.0,26.5,1,1,0,1,0,0,0,0,0,0,0,87134,0.0
5.0,53.0,0,0,1,0,0,1,0,0,0,1,0,87137,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,87171,0.0
0.0,29.333333000000003,1,1,0,0,0,0,0,0,0,1,0,87184,0.0
28.0,39.9,1,0,0,0,0,1,0,1,0,1,0,87205,0.0
5.0,23.75,0,1,0,0,0,0,0,1,0,0,0,87216,0.0
0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,87223,0.0
0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,87282,0.0
4.0,28.5,0,1,0,0,0,1,0,1,0,0,0,87285,0.0
3.0,33.25,0,1,0,0,0,1,0,1,0,0,0,87288,0.0
24.0,48.411111,0,1,0,0,0,0,0,1,0,1,0,87316,0.0
3.0,0.0,0,1,0,0,0,1,0,0,0,0,0,87321,0.0
0.0,0.0,0,0,1,0,1,1,0,0,0,0,0,87336,0.0
5.0,20.5,0,0,0,1,0,1,1,0,0,0,0,87347,0.0
1.0,15.0,0,1,0,0,1,0,0,0,0,0,0,87370,0.0
0.0,17.666667,1,0,1,1,0,1,0,0,1,1,0,87395,0.01
1.0,19.616667,0,0,1,0,0,1,0,0,0,1,0,87441,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,87464,0.0
3.0,27.7,0,0,1,0,0,1,0,0,0,1,0,87502,0.0
6.0,53.0,1,0,0,1,0,0,0,0,0,1,0,87503,0.0
0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,87505,0.0
1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,87507,0.33
1.0,17.666667,0,0,1,0,0,0,0,0,0,1,0,87508,0.0
4.0,35.333333,0,1,0,0,0,1,0,0,0,0,0,87521,0.0
1.0,28.0,0,0,0,0,0,1,0,0,0,0,0,87533,0.0
0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,87572,0.0
8.0,21.75,0,0,0,0,0,1,0,0,0,1,0,87584,0.0
0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,87594,0.0
0.0,0.0,0,0,0,0,1,1,0,0,1,0,0,87614,0.0
1.0,17.5,0,1,0,1,0,1,0,0,0,0,0,87627,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,87639,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,87646,0.0
0.0,35.333333,0,1,0,0,0,1,0,0,0,0,0,87647,0.0
0.0,28.0,0,1,0,1,0,1,0,0,0,1,0,87654,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,87655,0.0
0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,87656,0.0
6.0,32.75,0,1,0,1,0,0,0,1,0,0,0,87657,0.0
16.0,53.0,0,0,0,0,0,0,0,1,0,1,0,87664,0.0
6.0,15.75,0,0,1,0,0,1,0,1,0,1,0,87667,0.0
0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,87674,0.0
49.0,33.125,0,1,0,0,0,1,0,0,0,0,0,87748,0.0
0.0,28.0,1,0,0,0,0,1,0,0,1,0,0,87760,0.01
9.0,29.440909,1,0,0,0,0,1,0,0,0,1,0,87773,0.0
2.0,37.833333,0,1,0,0,0,1,0,0,0,0,0,87780,0.0
0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,87796,0.0
0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,87797,0.0
0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,87843,0.0
1.0,29.425,0,1,0,0,0,0,0,0,0,0,0,87846,0.0
2.0,12.5,1,0,1,0,0,1,0,0,0,1,0,87847,0.0
1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,87852,0.08
0.0,43.5,0,1,0,0,0,0,0,0,0,1,0,87880,0.0
2.0,53.0,1,1,0,0,0,0,0,0,0,0,0,87886,0.0
9.0,24.875,0,0,1,0,1,1,0,0,0,1,0,87918,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,87958,0.0
3.0,7.5,0,0,0,0,0,1,0,0,0,0,0,87965,0.0
0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,87979,0.0
0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,87981,0.0
4.0,15.25,0,0,1,0,0,1,0,0,0,0,0,87988,0.0
2.0,4.285714,0,0,0,0,0,0,0,0,0,1,0,88008,0.0
2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,88014,0.02
0.0,53.0,0,0,0,0,0,1,0,1,0,0,0,88019,0.0
3.0,58.85,0,0,0,0,0,0,0,1,0,1,0,88027,0.0
0.0,26.5,1,1,0,1,0,1,0,0,1,1,0,88054,0.02
1.0,26.5,0,1,0,1,0,1,0,0,0,0,0,88069,0.0
1.0,53.0,0,0,0,0,0,1,0,1,0,1,0,88072,0.0
1.0,26.5,0,1,0,0,0,0,0,1,0,1,0,88125,0.0
1.0,16.25,0,1,0,0,0,1,0,1,0,1,0,88135,0.0
1.0,42.425,0,1,0,0,0,0,1,0,0,1,0,88161,0.02
6.0,39.75,0,0,1,0,0,1,0,0,0,1,0,88170,0.0
0.0,0.0,0,1,0,0,0,1,0,0,1,0,0,88185,0.0
16.0,37.95,1,1,0,1,0,1,0,0,0,1,0,88189,0.0
3.0,30.5,1,0,0,0,0,1,0,0,0,0,0,88197,0.0
0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,88212,0.0
12.0,24.125,1,1,0,0,0,0,0,0,0,1,0,88224,0.0
72.0,51.87,0,1,0,0,0,1,0,0,1,1,0,88235,0.0
9.0,34.0,0,1,0,0,0,1,0,0,0,0,0,88256,0.0
35.0,43.944333,0,0,0,0,0,0,0,0,0,1,0,88269,0.0
0.0,26.5,1,1,0,0,0,1,1,0,0,1,0,88278,0.09
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,88301,0.0
1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,88305,0.01
18.0,17.1875,0,0,0,0,0,1,1,0,1,0,0,88314,0.0
1.0,0.0,1,0,0,1,0,0,0,0,1,0,0,88317,0.0
12.0,53.0,0,0,0,0,0,1,0,0,0,0,0,88335,0.0
0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,88351,0.0
0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,88352,0.0
2.0,17.666667,0,0,1,0,0,1,0,0,0,0,0,88355,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,88368,0.0
6.0,38.666667,0,0,0,0,0,0,0,0,0,0,0,88438,0.0
8.0,33.77,0,1,0,0,0,1,0,0,0,0,0,88456,0.0
0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,88469,0.0
0.0,26.5,0,1,0,0,0,1,0,0,0,0,0,88485,0.0
4.0,42.925,0,0,0,1,0,1,0,1,0,1,0,88495,0.0
0.0,21.4,0,1,0,0,1,0,1,0,0,1,0,88537,0.06
20.0,41.222221999999995,1,0,0,0,0,1,0,0,0,1,0,88540,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,88547,0.0
1.0,15.0,0,1,0,0,0,1,0,0,0,0,0,88555,0.0
2.0,0.0,0,0,1,0,0,1,0,0,0,0,0,88570,0.01
1.0,53.0,0,0,0,0,0,0,0,0,0,0,0,88580,0.0
2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,88624,0.02
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,88646,0.0
0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,88671,0.0
0.0,14.0,0,0,0,0,0,0,0,1,1,0,0,88688,0.0
2.0,5.888889,0,0,0,0,0,0,0,0,0,0,0,88700,0.0
0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,88714,0.0
0.0,26.5,0,1,0,0,0,0,0,1,0,0,0,88723,0.0
20.0,50.14,0,0,0,0,0,0,0,1,0,1,0,88725,0.0
3.0,32.97,0,0,1,1,0,1,0,0,1,0,0,88743,0.0
1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,88767,0.08
4.0,28.45,0,1,0,1,0,1,0,0,0,1,0,88772,0.0
0.0,53.0,0,0,0,0,0,1,0,0,0,0,0,88777,0.0
36.0,30.205556,0,1,0,1,0,1,0,1,1,1,0,88782,0.0
1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,88783,0.01
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,88812,0.0
3.0,54.95,0,0,0,0,0,0,0,1,0,0,0,88815,0.0
0.0,35.333333,0,0,1,0,0,1,0,0,0,0,0,88839,0.0
0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,88854,0.0
1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,88864,0.0
2.0,25.75,1,0,1,1,0,1,0,0,0,0,0,88897,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,88909,0.0
0.0,35.333333,0,1,0,0,0,1,0,0,0,0,0,88915,0.0
154.0,39.779167,0,0,1,0,0,1,0,0,0,1,0,88933,0.0
4.0,17.666667,0,0,0,0,0,1,0,0,0,0,0,88982,0.0
2.0,15.0,0,1,0,0,0,1,0,0,0,0,0,88986,0.0
1.0,0.0,0,0,1,0,1,1,0,0,0,0,0,88991,0.0
1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,89048,0.02
0.0,13.5,1,1,0,0,0,1,0,0,0,0,0,89049,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,89066,0.0
0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,89080,0.0
0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,89084,0.0
10.0,42.758333,1,1,0,1,0,1,0,0,0,1,0,89104,0.0
1.0,0.0,0,1,0,0,0,1,0,1,0,0,0,89115,0.0
0.0,0.0,0,0,0,1,0,1,0,1,0,0,0,89116,0.0
2.0,35.333333,0,1,0,0,0,1,0,1,1,0,0,89118,0.0
3.0,29.425,1,1,0,0,0,1,0,0,0,1,0,89143,0.0
0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,89153,0.0
16.0,35.37,0,1,0,0,0,1,0,0,0,1,0,89170,0.0
2.0,37.857143,0,0,1,0,0,1,0,0,0,0,0,89175,0.0
1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,89185,0.0
0.0,53.0,0,0,0,0,0,1,0,1,0,0,0,89186,0.0
4.0,34.9625,1,1,0,0,0,1,0,0,0,1,0,89202,0.0
0.0,13.0,0,1,0,0,0,1,0,0,1,0,0,89236,0.0
24.0,42.0,0,0,1,0,0,1,0,0,1,1,0,89247,0.0
0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,89250,0.0
7.0,43.0,0,1,0,0,0,0,0,0,0,1,0,89284,0.0
0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,89287,0.0
0.0,29.0,0,0,0,0,0,0,0,0,0,0,0,89293,0.0
43.0,38.070833,0,0,0,0,1,0,0,0,0,1,0,89309,0.0
2.0,58.85,0,0,0,1,0,0,0,0,0,1,0,89325,0.0
0.0,21.5,0,1,0,0,0,1,0,0,0,0,0,89327,0.0
10.0,36.428571000000005,0,0,1,0,0,1,0,0,0,0,0,89354,0.0
0.0,0.0,0,0,1,0,0,1,0,1,0,0,0,89382,0.0
1.0,29.25,1,1,0,0,0,1,0,0,0,1,0,89387,0.0
9.0,20.928570999999998,0,0,0,0,0,1,0,0,0,1,0,89431,0.0
1.0,29.425,0,1,0,1,0,1,0,0,0,1,0,89478,0.0
43.0,42.855333,0,0,0,0,0,1,0,0,0,1,0,89519,0.0
0.0,18.6,0,0,1,0,0,1,0,0,0,1,0,89535,0.0
2.0,14.7125,1,0,0,0,0,1,0,0,0,1,0,89547,0.0
3.0,23.5,0,1,0,0,0,1,1,0,0,0,0,89563,0.01
1.0,17.666667,0,0,1,0,0,1,0,0,0,1,0,89590,0.0
1.0,9.333333,1,0,1,0,0,0,0,0,0,0,0,89618,0.0
1.0,32.5,0,0,0,0,0,1,0,0,0,0,0,89620,0.0
34.0,33.125,1,0,1,0,0,1,0,0,0,0,0,89635,0.0
5.0,0.0,0,0,0,0,0,1,0,0,0,0,0,89648,0.02
0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,89650,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,89668,0.0
8.0,29.25,0,0,1,0,0,0,0,0,0,1,0,89677,0.0
9.0,40.975,0,0,0,0,0,0,0,0,1,1,0,89691,0.0
32.0,45.5,0,1,0,1,0,1,0,0,0,1,0,89699,0.0
1.0,18.25,0,1,0,0,0,1,0,0,1,0,0,89708,0.0
2.0,37.283333,1,0,1,0,0,1,0,0,0,1,0,89710,0.0
5.0,22.714285999999998,0,0,0,0,0,0,0,0,1,0,0,89720,0.0
6.0,42.5,0,0,0,1,0,1,0,0,0,1,0,89738,0.0
1.0,32.5,0,0,0,1,0,1,0,0,0,1,0,89753,0.0
0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,89761,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,89771,0.0
0.0,26.5,0,1,0,0,0,1,0,0,0,0,0,89774,0.0
1.0,26.5,0,1,0,0,0,1,0,0,0,1,0,89797,0.0
4.0,53.0,0,0,0,0,0,0,0,0,0,0,0,89800,0.0
8.0,52.7125,0,0,0,0,0,0,0,1,0,1,0,89826,0.0
0.0,20.666667,0,1,0,0,0,1,0,1,0,0,0,89837,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,89842,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,89856,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,89858,0.0
51.0,40.992308,0,0,0,0,0,0,0,0,0,1,0,89881,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,89912,0.0
1.0,26.5,0,1,0,0,0,1,0,1,0,1,0,89940,0.0
41.0,53.975,0,0,1,1,0,0,0,0,0,1,0,89945,0.0
0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,89955,0.0
0.0,53.0,0,0,0,0,0,1,0,1,0,0,0,89957,0.0
5.0,55.34,0,1,0,1,0,0,0,1,0,1,0,90005,0.0
0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,90039,0.0
67.0,44.253571,0,0,1,0,0,0,0,0,0,1,0,90044,0.0
2.0,30.116667,1,0,1,0,0,0,1,0,0,0,0,90117,0.0
25.0,38.230769,0,0,0,0,0,1,0,0,0,1,0,90122,0.0
4.0,35.333333,0,1,0,1,0,1,0,0,1,0,0,90143,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,90151,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,90157,0.0
8.0,53.0,0,1,0,1,0,1,0,1,0,0,0,90160,0.0
9.0,33.125,0,1,0,0,0,1,0,0,0,1,0,90175,0.0
0.0,32.0,1,0,0,0,0,0,1,0,0,0,0,90226,0.0
1.0,58.85,1,0,0,0,0,1,0,0,0,1,0,90239,0.0
4.0,26.5,0,1,0,0,0,1,0,0,1,0,0,90249,0.0
2.0,53.0,0,0,0,1,0,1,0,0,1,0,0,90255,0.0
0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,90260,0.0
15.0,39.166667,1,1,0,0,0,0,0,0,0,1,0,90283,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,90291,0.0
1.0,19.616667,0,0,1,0,1,0,0,0,1,1,0,90302,0.0
0.0,9.333333,0,0,1,0,0,0,0,0,0,0,0,90308,0.0
0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,90344,0.0
2.0,0.0,0,1,0,0,0,1,0,0,0,0,0,90356,0.0
3.0,0.0,0,0,0,1,0,1,0,0,0,0,0,90403,0.0
6.0,24.428570999999998,0,0,0,0,0,0,0,0,0,1,0,90416,0.0
0.0,0.0,0,1,0,0,1,1,0,0,1,0,0,90420,0.0
0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,90421,0.0
1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,90437,0.01
1.0,14.0,0,1,0,0,0,0,0,0,0,0,0,90468,0.0
1.0,26.5,0,1,0,0,0,1,1,0,0,0,0,90514,0.01
2.0,53.0,0,0,0,0,0,0,0,0,0,0,0,90525,0.0
6.0,37.283333,0,1,0,1,0,0,0,0,1,1,0,90530,0.0
0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,90537,0.0
0.0,26.5,0,0,1,0,0,0,0,0,0,0,0,90539,0.0
0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,90595,0.0
8.0,55.925,0,0,0,0,0,1,0,0,0,1,0,90608,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,90613,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,90637,0.0
2.0,17.666667,0,0,1,0,0,1,0,0,0,0,0,90643,0.0
20.0,44.166667,0,1,0,0,0,0,0,0,0,1,0,90663,0.0
1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,90667,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,90674,0.0
18.0,20.166667,0,0,0,0,0,1,0,1,0,1,0,90686,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,90698,0.0
1.0,13.5,1,1,0,0,0,1,0,0,0,0,0,90750,0.0
0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,90780,0.0
4.0,21.333333,0,1,0,0,0,0,0,1,0,0,0,90797,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,90832,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,90866,0.0
4.0,21.833333,0,1,0,1,0,1,0,0,0,1,0,90897,0.0
3.0,10.6,1,0,0,0,0,1,0,0,0,1,0,90932,0.0
1.0,17.666667,0,0,1,0,0,1,0,0,0,0,0,90934,0.0
6.0,38.692857000000004,0,1,0,0,0,1,0,0,0,1,0,90938,0.0
3.0,0.0,0,0,1,0,0,1,0,0,0,0,0,90984,0.01
2.0,50.925,0,0,0,0,0,1,0,0,0,0,0,90988,0.0
4.0,29.0,0,1,0,0,0,0,1,0,0,1,0,90999,0.02
0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,91002,0.0
0.0,13.5,0,1,0,0,0,1,0,0,0,0,0,91017,0.0
0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,91042,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,91133,0.0
2.0,55.925,0,0,0,0,0,1,0,0,0,1,0,91142,0.0
2.0,16.4,1,0,0,0,1,1,0,0,1,1,0,91183,0.01
24.0,35.333333,0,0,1,0,0,1,0,0,0,1,0,91190,0.0
0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,91197,0.0
0.0,0.0,0,0,1,1,0,1,0,0,1,0,0,91210,0.0
0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,91223,0.0
3.0,27.9625,1,0,1,0,1,1,0,0,1,0,0,91293,0.0
0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,91343,0.0
90.0,46.713333,0,0,0,1,0,1,0,0,1,1,0,91384,0.0
0.0,19.333333,0,0,1,0,0,0,0,0,0,0,0,91387,0.0
0.0,26.5,0,1,0,0,0,1,0,0,0,0,0,91388,0.0
0.0,26.5,0,1,0,0,0,1,1,0,0,0,0,91392,0.01
3.0,38.77,0,0,1,0,0,1,0,0,0,1,0,91397,0.0
0.0,0.0,0,1,0,0,0,1,0,0,1,0,0,91427,0.0
1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,91437,0.02
8.0,41.5,0,0,0,1,0,1,0,0,1,0,0,91452,0.0
3.0,0.0,0,1,0,0,0,1,0,0,0,0,0,91471,0.0
0.0,26.5,0,0,1,1,0,0,0,0,1,0,0,91474,0.0
12.0,37.283333,0,0,1,0,0,0,0,0,0,1,0,91475,0.0
10.0,35.333333,1,1,0,1,0,1,0,0,0,1,0,91643,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,91708,0.0
0.0,0.0,0,1,0,1,0,1,0,0,1,0,0,91766,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,91768,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,91803,0.0
2.0,37.283333,0,0,1,0,0,1,0,0,0,1,0,91830,0.0
0.0,53.0,0,0,0,0,0,1,0,1,0,0,0,91914,0.0
0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,91918,0.0
0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,91920,0.0
2.0,0.0,0,1,0,1,0,1,0,1,0,0,0,92008,0.0
22.0,33.461538,0,0,0,1,0,0,0,0,1,1,0,92010,0.0
