total_calls,mean_basic_cost,generation_baby_boomers__1948___1968_,no_members_2___member,no_members_3___member,kcl_b_ind_mosaicsgrouping_boomers,kcl_b_ind_mosaicsgrouping_middle_class_melting_pot,aaa_auto_insurance_0,occupation_group_management,occupation_group_retired,mosaic_global_household_routine_service_workers,aaa_motorcycle_indicator_1_0,aaa_home_equity,membership_id,yes_home_equity
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,21461,0.0
1.0,27.0,1,0,0,0,1,1,0,0,1,0,0,21463,0.0
0.0,26.666666999999997,0,1,0,0,0,1,0,1,0,1,0,21482,0.0
0.0,10.6,0,0,0,0,0,1,0,0,0,1,0,21511,0.0
1.0,30.0,0,0,0,1,0,1,0,1,1,0,0,21560,0.0
0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,21563,0.0
12.0,34.5875,1,0,0,1,0,0,0,0,1,1,0,21585,0.0
0.0,10.6,0,0,0,0,0,1,0,0,0,0,0,21592,0.0
0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,21611,0.0
12.0,18.071667,0,0,0,1,0,0,0,0,0,1,0,21614,0.0
1.0,53.0,0,0,0,0,0,1,0,0,0,0,0,21645,0.0
16.0,40.4,0,1,0,0,0,1,0,0,0,1,0,21691,0.0
0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,21734,0.0
0.0,13.5,0,1,0,1,0,0,0,0,0,0,0,21786,0.0
0.0,0.0,0,0,0,1,0,1,1,0,0,0,0,21820,0.0
12.0,41.222221999999995,0,0,0,0,0,0,0,0,0,1,0,21883,0.0
0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,21918,0.0
2.0,35.333333,0,1,0,0,0,1,0,0,0,0,0,21920,0.0
20.0,28.25,0,0,0,0,0,0,0,0,0,1,0,21923,0.0
0.0,26.5,1,1,0,0,0,0,0,0,0,0,0,21953,0.0
35.0,44.121429,1,0,0,1,0,1,1,0,1,1,0,22003,0.01
0.0,39.75,1,0,1,1,0,1,0,0,1,0,0,22048,0.0
0.0,26.5,0,0,0,1,0,1,0,0,1,1,0,22084,0.01
37.0,43.480769,0,0,0,0,0,0,0,1,0,1,0,22111,0.0
4.0,46.425,0,0,0,0,0,0,0,0,0,0,0,22137,0.0
0.0,53.0,1,0,0,1,0,1,0,1,1,0,0,22193,0.0
1.0,7.571428999999999,0,0,0,0,0,1,0,0,0,1,0,22201,0.0
12.0,54.95,0,0,0,0,0,1,0,1,0,1,0,22241,0.0
0.0,15.0,1,1,0,0,0,1,0,0,1,0,0,22258,0.01
112.0,43.284211,1,0,0,1,0,1,0,0,0,1,0,22277,0.0
0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,22296,0.0
25.0,39.54,0,0,0,0,0,1,0,0,0,1,0,22321,0.0
1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,22340,0.0
0.0,15.0,0,1,0,0,0,1,1,0,0,0,0,22353,0.01
54.0,45.132143,1,0,0,0,1,0,0,0,0,1,0,22406,0.0
18.0,36.475556,1,0,0,0,0,1,0,0,0,1,0,22413,0.0
1.0,0.0,1,0,0,1,0,1,0,0,0,0,0,22414,0.0
15.0,18.285714000000002,0,0,0,0,0,0,0,1,1,1,0,22427,0.0
240.0,39.949459000000004,0,0,0,1,0,0,1,0,1,1,0,22431,0.0
6.0,46.264286,0,1,0,0,0,1,0,0,0,1,0,22454,0.0
0.0,0.0,1,0,1,1,0,1,0,0,1,0,0,22569,0.0
1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,22571,0.0
9.0,29.5,0,0,0,1,0,1,0,0,0,0,0,22574,0.0
1.0,26.5,1,1,0,0,0,0,0,1,0,0,0,22591,0.0
6.0,53.975,0,0,0,0,0,1,0,0,0,1,0,22610,0.0
1.0,14.7125,0,0,0,0,0,0,0,0,0,1,0,22622,0.0
0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,22649,0.0
2.0,22.37,1,0,0,0,0,1,1,0,0,1,0,22710,0.0
6.0,54.95,0,0,0,0,0,0,0,0,1,1,0,22714,0.0
9.0,17.7,0,0,1,0,1,1,0,0,1,0,0,22727,0.0
38.0,36.909091,1,0,1,0,0,0,0,0,1,1,0,22775,0.0
12.0,10.0,0,0,1,0,0,1,0,0,1,0,0,22784,0.0
0.0,27.333333000000003,0,0,0,0,0,1,0,1,0,1,0,22790,0.0
1.0,11.77,0,0,0,0,0,1,1,0,0,1,0,22843,0.0
2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,22863,0.01
0.0,53.0,0,0,0,0,0,1,0,0,0,0,0,22899,0.0
2.0,32.5,0,0,0,1,0,1,0,1,1,1,0,22918,0.0
10.0,31.23125,1,0,0,0,0,1,0,0,0,1,0,22919,0.0
0.0,23.0,1,0,0,0,0,0,0,0,0,1,0,22929,0.0
4.0,17.2,0,0,1,0,0,0,0,1,0,1,0,22941,0.0
2.0,54.95,0,1,0,0,1,1,0,0,0,1,0,22943,0.0
0.0,16.5,1,1,0,1,0,1,0,1,0,0,0,22945,0.0
1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,22963,0.05
21.0,40.98125,1,1,0,0,0,1,0,1,0,1,0,22964,0.0
13.0,30.98125,0,0,0,0,0,1,0,1,1,1,0,22993,0.0
4.0,44.74,0,1,0,0,0,1,0,1,0,1,0,22998,0.0
17.0,42.7,1,0,1,0,0,1,0,0,0,1,0,23001,0.0
0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,23035,0.0
0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,23054,0.0
0.0,36.666667,0,0,0,0,1,1,0,0,1,0,0,23061,0.0
24.0,27.766666999999998,0,1,0,0,0,1,0,0,0,1,0,23064,0.0
11.0,41.0,0,1,0,1,0,1,0,0,0,1,0,23072,0.0
0.0,17.666667,0,0,1,0,0,1,0,0,0,0,0,23086,0.0
12.0,19.4,0,0,1,0,0,1,0,0,0,0,0,23119,0.0
0.0,21.2,0,0,0,0,0,1,0,0,0,0,0,23130,0.0
32.0,43.67,0,1,0,0,0,1,0,0,0,1,0,23132,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,23211,0.0
0.0,35.0,0,0,0,0,0,1,1,0,1,0,0,23218,0.0
2.0,27.666666999999997,1,1,0,0,0,1,0,0,0,1,0,23270,0.0
1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,23326,0.02
0.0,26.5,0,1,0,0,0,1,0,0,0,0,0,23351,0.0
0.0,35.333333,0,0,1,0,0,1,0,0,0,1,0,23365,0.0
1.0,58.85,0,0,0,1,0,1,0,0,0,1,0,23390,0.0
2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,23412,0.02
1.0,8.75,0,0,0,0,0,0,0,0,0,0,0,23413,0.0
1.0,26.5,1,1,0,1,0,1,0,0,1,0,0,23431,0.0
10.0,32.692857000000004,0,0,1,1,0,0,0,0,0,1,0,23441,0.0
0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,23455,0.0
0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,23457,1.0
0.0,13.0,1,1,0,1,0,1,0,0,0,0,0,23465,0.0
0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,23478,0.0
28.0,34.60625,1,0,0,0,0,0,0,0,0,1,0,23513,0.0
0.0,53.0,0,0,0,0,0,0,0,1,0,1,0,23514,0.0
0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,23528,0.0
8.0,35.808333000000005,0,1,0,0,0,1,0,0,0,1,0,23536,0.0
84.0,47.493333,1,1,0,1,0,0,0,0,0,1,0,23572,0.0
0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,23592,0.0
0.0,20.5,0,0,0,0,0,0,0,0,0,1,0,23617,0.0
5.0,52.61666700000001,0,1,0,0,0,1,1,0,1,1,0,23652,0.06
29.0,34.666667,0,0,1,0,0,0,1,0,0,1,0,23658,0.0
36.0,28.5,0,0,1,1,0,1,0,0,0,1,0,23678,0.0
2.0,20.25,0,0,1,0,0,1,1,0,0,0,0,23698,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,23707,0.0
3.0,0.0,0,0,0,1,0,1,0,0,0,0,0,23714,0.0
8.0,54.4625,1,0,0,0,0,1,0,1,0,1,0,23793,0.0
0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,23805,0.0
0.0,0.0,1,0,0,1,0,1,1,0,0,0,0,23806,0.0
1.0,29.425,0,1,0,0,0,0,0,1,0,1,0,23834,0.0
4.0,37.0,0,0,0,0,0,1,0,1,0,1,0,23842,0.0
0.0,27.086,0,0,1,1,0,1,0,0,0,1,0,23854,0.0
0.0,53.0,0,0,0,0,0,1,0,0,0,0,0,23855,0.0
0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,23879,0.0
1.0,30.5,0,1,0,0,0,1,0,0,0,0,0,23889,0.0
0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,23934,0.0
0.0,17.666667,1,0,1,1,0,1,0,0,1,0,0,23946,0.0
1.0,0.0,0,1,0,1,0,1,0,0,0,0,0,23959,0.0
1.0,32.714286,1,0,0,0,0,0,0,0,0,1,0,23973,0.0
0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,24003,0.0
2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,24027,0.02
8.0,22.705556,1,0,0,0,0,0,0,0,0,1,0,24029,0.0
0.0,26.5,0,1,0,0,0,1,0,0,0,0,0,24032,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,24051,0.0
0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,24052,0.0
20.0,36.242857,0,0,1,1,0,1,0,1,0,1,0,24056,0.0
4.0,19.616667,0,1,0,0,0,0,0,0,0,0,0,24080,0.0
49.0,44.444444,0,0,1,0,0,1,0,1,0,1,0,24096,0.0
1.0,17.666667,0,0,1,0,0,0,0,1,0,0,0,24110,0.12
0.0,41.5,0,1,0,0,0,1,0,0,0,0,0,24119,0.0
0.0,42.4,0,1,0,0,0,1,0,1,0,0,0,24125,0.0
0.0,0.0,0,0,0,0,1,1,0,0,1,0,0,24136,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,24171,0.0
4.0,20.666667,0,1,0,0,0,1,0,0,0,1,0,24185,0.0
0.0,0.0,0,1,0,0,1,1,1,0,1,0,0,24250,0.0
10.0,39.975,0,0,1,0,0,0,0,0,1,1,0,24265,0.0
1.0,10.5,0,0,1,0,0,0,0,1,0,0,0,24292,0.12
0.0,0.0,0,1,0,0,1,1,0,0,1,0,0,24293,0.0
1.0,26.5,0,1,0,0,0,1,0,0,0,0,0,24338,0.0
0.0,16.5,0,1,0,0,0,1,0,1,0,0,0,24340,0.0
2.0,17.666667,0,0,1,0,0,1,0,1,0,0,0,24344,0.0
6.0,23.125,0,1,0,0,0,1,0,1,0,0,0,24354,0.0
1.0,15.0,1,1,0,0,0,1,0,1,0,0,0,24416,0.0
1.0,58.85,0,0,0,0,0,1,0,1,0,0,0,24418,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,24424,0.0
0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,24440,0.0
0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,24482,0.0
0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,24493,0.0
34.0,32.97,0,1,0,0,1,1,1,0,1,1,0,24497,0.22
3.0,20.182857000000002,0,0,0,0,0,1,0,0,0,1,0,24510,0.0
1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,24556,0.0
2.0,26.5,0,1,0,0,0,1,1,0,0,0,0,24568,0.01
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,24569,0.0
5.0,37.283333,1,1,0,0,0,0,0,1,0,0,0,24578,0.0
9.0,38.0,0,0,0,1,0,1,0,0,0,0,0,24638,0.0
1.0,35.333333,0,0,1,0,1,0,0,0,1,0,0,24702,0.0
0.0,26.5,0,1,0,0,0,1,0,0,0,0,0,24719,0.0
12.0,54.4625,0,0,0,1,0,0,0,1,0,1,0,24730,0.0
4.0,29.5,0,0,0,0,0,0,0,0,0,1,0,24776,0.0
0.0,17.666667,1,0,1,1,0,1,0,1,0,0,0,24780,0.0
12.0,42.428571000000005,0,1,0,0,0,1,0,0,0,0,0,24802,0.0
1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,24832,0.09
1.0,38.692857000000004,0,0,0,0,0,1,1,0,0,1,0,24862,0.0
1.0,0.0,1,1,0,1,0,1,1,0,1,0,0,24866,0.0
2.0,53.0,0,0,0,0,0,1,0,0,0,1,0,24872,0.0
0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,24892,0.0
36.0,55.925,0,0,0,0,0,1,0,0,0,1,0,24903,0.0
0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,24947,0.0
1.0,8.833333,0,0,0,0,0,0,0,0,0,0,0,24970,0.0
5.0,53.0,0,0,0,0,1,1,0,1,1,1,0,25000,0.01
20.0,46.622727000000005,0,1,0,0,0,1,0,0,0,0,0,25027,0.0
10.0,28.45,0,0,0,0,0,1,0,0,0,1,0,25029,0.0
2.0,34.256,0,0,1,0,0,1,0,1,0,1,0,25067,0.0
0.0,44.333333,1,0,0,0,0,1,0,1,0,1,0,25092,0.0
24.0,29.541666999999997,0,0,0,0,0,1,0,0,0,1,0,25135,0.0
24.0,31.25,0,0,0,1,0,1,1,0,0,0,0,25168,0.0
6.0,44.74,1,0,1,0,0,1,0,0,0,1,0,25176,0.0
28.0,35.585,0,0,0,1,0,0,0,0,0,1,0,25179,0.0
68.0,43.71375,0,0,0,0,1,0,1,0,1,1,0,25180,0.01
20.0,32.35,1,0,0,0,0,0,0,1,1,1,0,25184,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,25185,0.0
0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,25207,0.0
1.0,13.25,1,0,0,1,0,1,0,0,0,1,0,25219,0.0
0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,25229,0.0
76.0,47.761111,0,0,0,1,0,0,0,0,0,1,0,25230,0.0
36.0,27.571429,0,1,0,1,0,0,1,0,1,0,0,25234,0.01
1.0,29.425,0,1,0,0,0,1,0,0,1,0,0,25274,0.0
0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,25283,0.0
3.0,16.25,1,1,0,0,0,0,0,0,0,0,0,25288,0.0
0.0,12.0,0,0,0,0,0,1,0,0,0,0,0,25328,0.0
2.0,26.5,0,1,0,1,0,1,0,0,0,0,0,25329,0.0
4.0,0.0,0,1,0,0,0,0,0,0,1,0,0,25332,0.01
6.0,37.283333,0,1,0,1,0,1,0,0,1,1,0,25352,0.0
24.0,38.692857000000004,0,0,0,0,0,0,0,0,0,1,0,25367,0.0
0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,25388,0.0
0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,25444,0.0
4.0,20.75,0,0,0,0,0,1,0,0,0,0,0,25451,0.0
2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,25494,0.01
0.0,0.0,0,0,1,0,1,1,0,0,0,0,0,25528,0.0
30.0,37.857143,1,0,1,0,0,0,1,0,0,1,0,25529,0.0
0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,25553,0.0
6.0,41.2125,0,1,0,0,0,1,0,0,0,1,0,25571,0.0
3.0,37.25,1,1,0,0,0,1,0,0,1,1,0,25597,0.01
1.0,33.0,0,0,1,0,0,1,0,0,0,1,0,25736,0.0
0.0,0.0,1,0,1,1,0,0,1,0,0,0,0,25751,0.0
3.0,10.5,0,0,1,0,0,1,0,0,1,0,0,25760,0.0
1.0,19.616667,0,0,1,0,0,0,0,1,0,1,0,25876,0.0
8.0,34.75,0,0,1,0,0,1,0,0,0,0,0,25902,0.0
5.0,43.57,0,0,0,0,0,0,0,1,0,1,0,25942,0.0
0.0,0.0,1,0,0,1,0,0,0,0,1,0,0,26060,0.0
0.0,35.7,0,0,0,0,0,1,0,0,0,1,0,26115,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,26217,0.0
2.0,30.0,1,0,1,0,1,1,1,0,0,0,0,26231,0.01
35.0,42.571428999999995,1,0,0,0,0,0,0,0,0,0,0,26236,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,26341,0.0
0.0,0.0,0,0,0,1,0,1,0,1,0,0,0,26342,0.0
101.0,43.5275,1,0,0,0,0,1,0,0,0,1,0,26370,0.0
0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,26430,0.0
4.0,37.283333,0,1,0,0,0,0,0,0,0,1,0,26436,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,26463,0.0
12.0,31.957143,0,0,0,0,0,0,0,0,0,1,0,26464,0.0
0.0,8.333333,0,0,1,0,0,1,0,0,0,0,0,26488,0.0
15.0,42.283333,0,0,0,1,0,0,0,0,0,1,0,26505,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,26538,0.0
68.0,43.413636,1,0,1,0,0,0,0,1,0,1,0,26539,0.0
6.0,40.48125,1,0,1,0,0,1,0,1,0,1,0,26549,0.0
0.0,26.5,0,1,0,0,0,0,0,0,0,1,0,26585,0.0
86.0,46.810526,1,0,1,0,0,1,0,0,0,1,0,26609,0.0
10.0,55.925,0,0,0,0,0,1,0,0,0,1,0,26630,0.0
15.0,34.157143,1,1,0,1,0,1,0,0,0,1,0,26709,0.0
0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,26738,0.0
5.0,20.75,0,0,1,0,0,1,0,0,0,0,0,26764,0.0
0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,26814,0.0
2.0,41.2125,0,0,0,0,0,1,0,0,0,1,0,26815,0.0
0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,26819,0.0
3.0,39.283333,0,0,0,1,0,1,0,1,0,1,0,26822,0.0
3.0,0.0,0,1,0,0,0,1,0,0,1,0,0,26829,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,26886,0.0
9.0,33.166667,0,0,0,0,0,0,0,0,0,1,0,26887,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,26903,0.0
70.0,50.475,0,0,1,1,0,1,0,0,1,1,0,26907,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,26909,0.0
1.0,30.5,1,0,0,0,0,1,0,0,0,0,0,26912,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,26915,0.0
27.0,40.997143,1,0,1,0,0,1,0,0,0,1,0,26993,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,27012,0.0
10.0,28.666666999999997,1,0,1,0,0,0,0,1,0,0,0,27032,0.0
2.0,44.425,0,0,0,0,0,1,0,0,0,1,0,27042,0.0
170.0,38.216667,0,0,0,0,0,0,0,0,0,1,0,27064,0.0
1.0,44.666667,0,1,0,0,0,0,0,0,0,0,0,27078,0.0
7.0,38.857143,0,1,0,1,0,0,0,0,0,0,0,27142,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,27156,0.0
2.0,53.0,0,0,0,0,0,1,0,0,0,0,0,27167,0.0
2.0,9.666667,0,0,1,0,0,1,0,0,1,1,0,27168,0.0
40.0,33.125,0,0,0,0,0,1,0,0,0,0,0,27173,0.0
2.0,0.0,0,0,0,0,0,1,0,1,0,0,0,27176,0.0
0.0,35.333333,0,1,0,0,0,0,0,0,0,1,0,27196,0.0
1.0,53.0,0,0,0,0,0,1,0,0,1,0,0,27200,0.0
0.0,53.0,1,0,0,0,0,0,0,0,0,1,0,27263,0.0
0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,27327,0.0
18.0,44.5,0,0,0,0,0,1,0,0,0,0,0,27363,0.0
2.0,26.5,0,1,0,1,0,1,0,0,1,0,0,27408,0.0
15.0,38.692857000000004,0,0,1,0,0,1,1,0,0,1,0,27434,0.0
4.0,47.9625,1,0,0,0,0,0,0,0,0,1,0,27470,0.0
1.0,35.333333,0,1,0,0,0,1,1,0,0,0,0,27523,0.01
2.0,37.283333,0,1,0,0,0,1,0,0,0,1,0,27552,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,27581,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,27600,0.0
5.0,28.833333000000003,0,1,0,1,0,1,0,0,0,1,0,27666,0.0
42.0,53.975,0,0,0,0,0,1,0,0,0,1,0,27670,0.0
15.0,50.91,0,0,0,0,0,1,0,0,0,1,0,27744,0.0
0.0,0.0,1,0,0,0,0,1,0,1,1,0,0,27787,0.0
36.0,47.1,0,1,0,0,0,0,0,0,0,1,0,27887,0.0
2.0,26.5,0,1,0,0,1,1,1,0,1,0,0,28019,0.1
0.0,13.5,0,1,0,0,0,1,0,0,0,1,0,28057,0.0
59.0,43.195833,0,0,0,0,0,0,0,0,1,0,0,28135,0.0
0.0,22.886,0,0,1,0,0,1,0,0,1,0,0,28142,0.0
2.0,22.37,1,0,0,1,0,1,0,0,0,1,0,28196,0.0
0.0,0.0,1,1,0,0,0,1,1,0,0,0,0,28235,0.0
2.0,13.5,0,0,0,0,0,1,0,1,0,0,0,28249,0.0
1.0,53.0,0,0,0,1,0,1,0,0,0,1,0,28262,0.0
5.0,23.666667,0,1,0,1,0,1,0,1,0,0,0,28270,0.0
2.0,35.333333,0,1,0,0,0,0,0,0,0,0,0,28287,0.0
2.0,22.166667,0,0,1,0,0,1,0,0,0,0,0,28311,0.0
1.0,37.283333,0,0,1,0,0,1,1,0,1,1,0,28314,0.0
5.0,22.166667,0,0,1,0,1,0,1,0,0,0,0,28332,0.01
25.0,53.0,0,0,0,0,0,0,0,0,0,1,0,28345,0.0
2.0,55.925,0,0,0,0,1,0,0,1,0,1,0,28352,0.0
2.0,12.166667,0,0,1,0,0,1,0,0,0,0,0,28374,0.0
0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,28390,0.0
0.0,27.0,0,1,0,0,1,1,0,0,0,0,0,28398,0.01
0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,28435,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,28485,0.0
9.0,23.166667,0,0,0,1,0,0,0,0,0,1,0,28488,0.0
80.0,20.769231,0,0,0,0,0,0,0,0,0,0,0,28506,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,28511,0.0
42.0,46.215,0,0,0,0,0,0,0,0,0,1,0,28540,0.0
0.0,40.15,0,0,0,0,0,0,0,1,0,1,0,28570,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,28695,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,28703,0.0
25.0,43.225,0,0,0,1,0,1,1,0,0,1,0,28709,0.0
7.0,29.3,0,1,0,0,0,0,0,0,0,1,0,28727,0.0
6.0,32.835714,0,0,0,0,0,1,0,0,0,1,0,28760,0.0
51.0,29.730769,0,0,0,0,0,1,0,0,0,1,0,28765,0.0
0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,28781,0.0
3.0,16.083333,1,0,0,0,0,1,0,0,0,1,0,28805,0.0
20.0,31.48125,0,0,0,0,0,1,0,0,0,1,0,28809,0.0
8.0,27.475,1,0,1,0,1,0,0,0,1,0,0,28811,0.0
48.0,45.727778,1,1,0,1,0,1,0,0,0,1,0,28819,0.0
9.0,27.475,1,0,0,1,0,0,0,1,0,1,0,28832,0.0
0.0,26.5,0,1,0,0,0,1,0,0,0,0,0,28861,0.0
0.0,53.0,0,0,0,0,0,1,0,1,0,1,0,28867,0.0
2.0,29.425,0,1,0,0,0,1,0,1,0,1,0,28870,0.0
10.0,53.0,1,0,0,1,0,1,0,0,1,1,0,28879,0.0
0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,28901,0.0
2.0,54.95,0,1,0,0,0,1,0,0,0,0,0,28930,0.0
0.0,26.5,0,1,0,0,0,0,0,1,0,1,0,28949,0.0
0.0,0.0,0,0,0,0,1,1,0,0,1,0,0,28955,0.0
2.0,10.5,0,0,1,1,0,1,0,0,0,1,0,28990,0.0
35.0,39.75,0,1,0,1,0,1,0,0,0,1,0,28991,0.0
0.0,31.8,0,0,0,0,0,1,0,0,0,1,0,29005,0.0
0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,29026,0.0
0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,29037,0.0
0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,29039,0.0
1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,29044,0.36
16.0,36.222221999999995,0,0,1,0,0,0,0,0,0,1,0,29049,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,29070,0.0
6.0,39.75,0,1,0,1,0,1,0,0,1,0,0,29080,0.0
2.0,53.0,0,0,0,0,0,1,0,0,0,0,0,29089,0.0
0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,29095,0.0
2.0,35.333333,0,0,0,0,0,0,0,0,0,1,0,29103,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,29104,0.0
12.0,41.2125,0,1,0,0,0,1,0,0,0,1,0,29164,0.0
8.0,51.9625,0,0,0,0,0,1,0,1,0,1,0,29192,0.0
4.0,26.0,0,0,0,1,0,1,0,0,0,0,0,29194,0.0
0.0,34.25,0,0,1,0,0,1,0,0,0,1,0,29211,0.0
0.0,26.5,0,1,0,1,0,1,0,1,0,1,0,29221,0.0
97.0,46.897059000000006,0,0,0,1,0,0,1,0,1,1,0,29229,0.0
20.0,23.0,0,1,0,1,0,1,0,0,0,0,0,29272,0.0
12.0,50.925,0,0,0,1,0,0,0,0,1,1,0,29298,0.0
0.0,27.0,0,0,0,0,0,1,0,1,0,0,0,29303,0.0
0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,29307,0.0
0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,29310,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,29331,0.0
1.0,32.5,0,0,0,0,0,1,0,0,0,0,0,29334,0.0
0.0,35.333333,1,1,0,1,0,1,0,1,1,0,0,29336,0.0
24.0,34.14,0,0,0,0,0,1,0,0,0,1,0,29408,0.0
1.0,0.0,1,1,0,0,0,1,0,0,0,0,0,29427,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,29441,0.0
0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29458,0.0
0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,29505,0.0
11.0,30.55,0,0,0,0,0,1,0,0,1,1,0,29506,0.0
24.0,49.090909,0,0,1,0,0,1,0,0,0,1,0,29551,0.0
2.0,32.0,0,1,0,0,0,1,0,0,0,0,0,29552,0.0
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,29559,0.0
2.0,55.925,1,0,0,0,0,1,0,0,0,1,0,29560,0.0
0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,29568,0.0
3.0,41.2125,0,1,0,0,0,1,0,0,0,1,0,29579,0.0
0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,29602,0.0
0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,29607,0.0
0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,29615,0.0
12.0,40.48125,0,0,1,0,0,1,0,0,0,1,0,29619,0.0
4.0,37.283333,0,0,0,1,0,1,0,0,1,1,0,29668,0.0
0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,29688,0.0
1.0,29.425,0,1,0,0,0,1,0,0,0,1,0,29722,0.0
30.0,27.714285999999998,1,1,0,0,1,1,0,0,1,1,0,29728,0.08
6.0,39.666667,0,0,0,0,0,1,1,0,0,0,0,29740,0.0
11.0,42.758333,0,0,1,0,1,1,0,0,1,1,0,29751,0.01
0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,29761,0.0
9.0,13.9,1,0,0,0,1,0,1,0,1,0,0,29766,0.03
