total_calls,aaa_mean_child,mean_basic_cost,length_of_residence,total_members_in_household,mean_tow_miles,mean_total_member_cost_veh,consumer_score,total_cost,credit_ranges_below_700,education_completed_college,education_high_school,education_some_college,generation_baby_boomers__1948___1968_,generation_generation_x__1969___1980_,generation_millenials__1981___1993_,generation_post_war____1948_,income_100k_,income_under_39999,aaa_id_theft_0,kcl_b_ind_mosaicsgrouping_golden_year,kcl_b_ind_mosaicsgrouping_middle_class_melting_pot,kcl_b_ind_mosaicsgrouping_power_elite,kcl_b_ind_mosaicsgrouping_singles_and_starters,aaa_auto_insurance_0,aaa_travel_0,occupation_group_management,occupation_group_other,occupation_group_professional,occupation_group_retired,mosaic_global_household_bourgeois_prosperity,mosaic_global_household_career_and_family,mosaic_global_household_comfortable_retirement,mosaic_global_household_low_income_elders,mosaic_global_household_routine_service_workers,aaa_credit_card_0,aaa_mortgage,membership_id,yes_mortgage
0.0,2.0,7.0,11.25,4,2.5,8.441607000000001,0.01488015784150378,49.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,17175,1.0
4.0,2.0,33.45,15.0,4,0.0,135.775668,0.014285714285714285,200.7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,17180,0.17
8.0,1.0,37.8,12.0,2,0.6,132.370546,0.0136986301369863,192.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,17195,0.38
22.0,0.0,31.583333000000003,0.0,2,14.0,150.919066,0.01639344262295082,832.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,17210,0.35
2.0,1.0,14.0,7.5,3,0.75,162.892046,0.017241379310344827,56.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,17232,1.0
2.0,1.0,29.425,4.5,2,0.0,147.456553,0.013157894736842105,58.85,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,17239,0.25
0.0,0.0,53.0,0.0,1,0.0,162.892046,0.017241379310344827,53.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,17250,0.27
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,17288,0.21
2.0,1.0,15.625,2.0,4,2.05,162.892046,0.017241379310344827,62.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,17303,0.35
0.0,1.0,0.0,1.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,17323,0.2
4.0,2.0,27.641666999999998,15.0,3,1.833333,162.93004399999998,0.015384615384615385,167.85,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,17325,0.25
24.0,2.0,47.935714000000004,12.8571,2,3.142857,135.775668,0.014285714285714285,335.55,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,17335,1.0
162.0,3.0,28.325,4.5,4,2.63,145.274146,0.014925373134328358,644.5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,17351,0.29
4.0,0.0,20.75,0.0,3,6.7,135.775668,0.014285714285714285,155.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,17356,0.18
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,17369,0.21
9.0,2.0,22.2,15.6,3,3.8,162.93004399999998,0.015384615384615385,162.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,17384,0.28
0.0,1.0,0.0,7.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,17402,0.2
4.0,1.0,21.666667,10.0,2,1.466667,146.975438,0.0136986301369863,65.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17417,0.4
32.0,1.0,40.957143,2.1429,3,0.0,132.370546,0.0136986301369863,286.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,17419,1.0
4.0,1.0,29.5,15.0,2,0.0,132.370546,0.0136986301369863,118.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,17430,0.38
0.0,1.0,30.0,15.0,1,0.4,162.93004399999998,0.015384615384615385,90.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,17436,0.22
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,17449,0.29
0.0,2.0,30.0,9.0,1,0.0,132.370546,0.0136986301369863,30.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17455,0.29
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,17478,0.16
4.0,2.0,6.8333330000000005,2.4444,9,0.0,8.441607000000001,0.01488015784150378,61.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,17483,0.26
0.0,4.0,26.5,5.25,5,0.0,145.274146,0.014925373134328358,212.0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,17507,0.2
0.0,2.0,0.0,5.25,4,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,17510,0.24
0.0,3.0,30.666666999999997,15.0,3,5.6666669999999995,175.441122,0.015625,138.67,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,17514,0.42
11.0,1.0,35.32,15.0,2,0.0,8.441607000000001,0.01488015784150378,141.28,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,17545,0.34
3.0,0.0,30.833333000000003,0.0,1,2.166667,145.274146,0.014925373134328358,104.5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,17553,0.36
0.0,1.0,28.0,15.0,1,0.0,136.00893,0.015625,28.0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17555,0.24
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,17581,0.15
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,17607,0.17
6.0,2.0,42.031818,11.8182,4,0.0,155.627818,0.01488015784150378,602.35,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,17632,1.0
0.0,0.0,15.25,0.0,4,0.0,145.274146,0.014925373134328358,91.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17642,0.34
0.0,1.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,17672,0.2
0.0,0.0,0.0,0.0,2,0.0,145.274146,0.014925373134328358,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,17688,0.15
0.0,2.0,27.405,15.0,4,0.0,132.370546,0.0136986301369863,164.43,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,17716,0.48
14.0,1.0,46.0,5.0,2,0.0,162.892046,0.017241379310344827,138.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,17717,0.42
1.0,3.0,19.616667,15.0,3,0.0,8.441607000000001,0.01488015784150378,58.85,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,17744,1.0
0.0,2.0,0.0,10.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,17745,0.36
0.0,1.0,0.0,5.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,17763,0.3
0.0,1.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,17772,0.16
10.0,1.75,44.57,4.5,4,7.65,132.370546,0.0136986301369863,608.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,17786,1.0
13.0,3.0,29.5,7.5,5,0.8375,156.358351,0.01488015784150378,236.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,17793,1.0
9.0,0.0,16.8,0.0,3,0.0,132.370546,0.0136986301369863,84.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,17838,0.3
33.0,4.0,25.884615,8.6923,5,0.461538,150.919066,0.01639344262295082,336.5,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17847,0.35
0.0,1.0,40.0,10.0,1,1.5,132.370546,0.0136986301369863,80.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,17853,0.3
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,17856,0.15
3.0,0.0,42.675,0.0,3,0.25,135.775668,0.014285714285714285,170.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17876,0.27
4.0,0.0,8.125,0.0,4,0.125,8.441607000000001,0.01488015784150378,32.5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,17888,0.32
0.0,1.0,26.5,15.0,3,0.833333,156.036397,0.02,162.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,17892,0.23
20.0,2.0,30.57,11.0,2,2.0,144.325817,0.014084507042253521,185.85,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,17894,0.23
28.0,0.0,31.8,0.0,3,0.0,8.441607000000001,0.01488015784150378,159.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17908,0.39
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,17910,0.16
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,17918,0.21
1.0,1.8571,28.125,1.625,4,6.75,150.919066,0.01639344262295082,225.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,17923,0.24
0.0,2.0,0.0,3.5,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,17929,0.12
2.0,1.0,53.0,15.0,1,3.0,150.919066,0.01639344262295082,106.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17935,0.4
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,17955,0.21
8.0,4.6667,35.333333,13.8889,4,0.0,150.919066,0.01639344262295082,318.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17977,0.22
0.0,0.0,0.0,0.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,17983,0.18
6.0,3.0,13.738332999999999,10.0,4,0.0,8.441607000000001,0.01488015784150378,82.43,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,17984,1.0
1.0,1.0,0.0,7.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,18033,0.16
12.0,1.0,28.0625,10.5,3,2.5875,125.689416,0.0136986301369863,266.5,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,18036,0.3
4.0,1.6667,27.9625,7.75,3,0.0,145.274146,0.014925373134328358,111.85,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,18046,0.32
17.0,4.6,48.181818,8.5455,4,4.363636,136.00893,0.015625,614.0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18049,0.24
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,18086,0.27
5.0,2.0,28.8,15.0,1,1.0,175.441122,0.015625,144.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,18091,0.38
6.0,2.0,48.233333,15.0,1,2.0,191.50224599999999,0.01488015784150378,156.7,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18112,0.38
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,18165,0.29
51.0,2.0,40.222221999999995,13.0,2,9.877778,144.325817,0.014084507042253521,557.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18178,0.24
2.0,1.0,55.925,7.5,2,2.0,144.325817,0.014084507042253521,111.85,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,18187,0.31
8.0,2.0,25.375,15.0,1,5.025,150.919066,0.01639344262295082,155.5,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18193,0.33
2.0,1.0,17.666667,15.0,2,0.0,8.441607000000001,0.01488015784150378,53.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,18230,0.28
7.0,2.0,53.0,15.0,3,0.8,162.93004399999998,0.015384615384615385,265.0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,18232,0.3
0.0,6.0,26.5,7.5,2,0.0,156.036397,0.02,53.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,18237,0.29
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18279,0.17
4.0,0.0,27.0,0.0,2,3.333333,8.441607000000001,0.01488015784150378,81.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,18297,0.29
0.0,1.0,40.4,11.6,2,1.0,132.370546,0.0136986301369863,202.0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,18308,0.11
2.0,0.0,53.0,0.0,1,0.0,145.274146,0.014925373134328358,53.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,18322,0.52
98.0,1.2222,33.281818,2.0909,7,2.3727270000000003,135.775668,0.014285714285714285,807.2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,18340,0.23
13.0,2.0,46.264286,10.4286,3,1.142857,143.574269,0.013157894736842105,323.85,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,18355,0.32
20.0,0.0,40.166667,0.0,2,0.666667,145.274146,0.014925373134328358,241.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,18378,0.43
0.0,2.0,35.333333,0.6667,3,0.666667,143.574269,0.013157894736842105,221.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,18379,0.28
19.0,3.0,40.121429,15.0,2,0.714286,162.892046,0.017241379310344827,280.85,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,18384,0.26
0.0,3.5,0.0,7.25,4,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,18385,0.3
0.0,2.0,26.5,6.5,2,0.0,150.919066,0.01639344262295082,53.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,18389,0.22
0.0,5.0,20.333333,10.0,2,0.666667,8.441607000000001,0.01488015784150378,61.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,18393,0.32
28.0,1.0,32.0975,1.875,2,18.375,162.93004399999998,0.015384615384615385,365.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,18409,0.32
2.0,1.0,28.0,15.0,1,0.5,222.856818,0.01488015784150378,56.0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,18429,0.32
0.0,0.0,0.0,0.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,18435,0.14
0.0,0.0,0.0,0.0,5,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,18486,0.21
8.0,2.0,38.692857000000004,10.7143,5,0.28571399999999997,8.441607000000001,0.01488015784150378,270.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18488,0.28
100.0,2.0,52.235333000000004,13.0,3,0.4,162.93004399999998,0.015384615384615385,783.53,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,18498,0.29
0.0,3.0,0.0,15.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,18500,0.15
0.0,0.0,0.0,0.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,18526,0.16
0.0,2.0,0.0,11.25,4,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,18539,0.2
2.0,3.0,10.666667,2.5,5,0.4,132.370546,0.0136986301369863,64.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,18563,0.36
0.0,1.0,0.0,15.0,1,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,18572,0.2
0.0,1.0,0.0,10.0,3,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,18575,0.22
4.0,1.0,25.416667,1.0,4,0.0,132.370546,0.0136986301369863,152.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,18583,0.31
6.0,2.3333,33.761111,8.0,5,0.333333,162.93004399999998,0.015384615384615385,303.85,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,18603,0.28
2.0,1.0,21.333333,5.0,2,0.666667,132.370546,0.0136986301369863,64.0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,18610,0.36
5.0,0.0,31.8,0.0,4,0.0,8.441607000000001,0.01488015784150378,159.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,18652,0.3
76.0,2.0,34.833333,0.7222,3,0.527778,155.627818,0.01488015784150378,627.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,18657,0.24
1.0,0.0,28.0,0.0,1,0.0,132.370546,0.0136986301369863,28.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,18678,0.39
3.0,1.0,53.0,15.0,1,0.0,136.00893,0.015625,159.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,18681,0.37
0.0,3.0,0.0,7.3333,3,0.0,8.441607000000001,0.01488015784150378,0.0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,18686,0.16
1.0,0.0,53.0,0.0,1,0.0,117.08376299999999,0.012345679012345678,53.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,18724,0.52
16.0,0.0,42.4,0.0,2,3.2,8.441607000000001,0.01488015784150378,245.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,18725,0.2
4.0,0.0,26.5,0.0,2,0.0,125.689416,0.0136986301369863,53.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,18742,0.3
0.0,1.0,0.0,5.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,18745,0.22
2.0,1.0,58.85,15.0,1,3.0,135.775668,0.014285714285714285,58.85,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,18749,0.29
4.0,1.0,55.925,15.0,1,0.5,162.93004399999998,0.015384615384615385,223.7,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,18756,0.18
0.0,1.0,26.5,5.25,3,1.0,8.441607000000001,0.01488015784150378,106.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18778,0.33
24.0,2.0,26.428571,11.1429,2,0.28571399999999997,162.93004399999998,0.015384615384615385,185.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,18786,0.32
1.0,1.0,35.333333,0.6667,2,1.0,135.775668,0.014285714285714285,106.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,18813,0.3
9.0,3.5,30.7125,2.0,3,5.075,147.456553,0.013157894736842105,170.85,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,18820,0.37
6.0,0.0,37.283333,0.0,2,0.0,125.689416,0.0136986301369863,111.85,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,18829,0.38
11.0,2.0,28.357143,4.2857,4,0.28571399999999997,156.036397,0.02,198.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,18830,0.37
0.0,0.0,0.0,0.0,4,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,18831,0.21
6.0,1.0,19.75,5.25,3,6.75,127.172174,0.012987012987012988,79.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,18861,0.27
0.0,1.0,0.0,15.0,2,0.0,8.441607000000001,0.01488015784150378,0.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,18864,0.11
10.0,2.0,36.875,7.5,4,1.625,136.00893,0.015625,322.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,18886,0.21
0.0,1.0,9.0,5.0,3,0.0,135.775668,0.014285714285714285,27.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,18896,0.23
1.0,6.0,37.875,4.25,3,0.175,162.93004399999998,0.015384615384615385,151.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,18901,0.39
1.0,3.0,18.857143,10.7143,5,1.714286,150.919066,0.01639344262295082,159.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,18914,0.35
