FCST Error Test,FCST Error Train,FCST Total Cost Test,FCST Total Cost Train,total_cost,estimated_cost,membership_id
0.0,0.0,0.0,262.26025,229.5500000000001,262.26025,412
0.0,0.0,0.0,509.81226,603.0000000000002,509.81226,23658
0.0,0.0,0.0,159.2141,142.0,159.2141,21482
0.0,0.0,0.0,211.73706,187.0,211.73706,229952
0.0,0.0,0.0,971.7158,937.8499999999999,971.7158,12995
0.0,0.0,0.0,513.2768,632.8500000000006,513.2768,197363
0.0,0.0,0.0,177.80026,256.85,177.80026,10279
0.0,0.0,0.0,46.8134,60.000000000000014,46.8134,194689
0.0,0.0,0.0,0.013377428,0.0,0.013377428,193137
0.0,0.0,0.0,517.2217,641.85,517.2217,59291
0.0,0.0,0.0,125.64286,117.85000000000001,125.64286,253995
0.0,0.0,0.0,28.574286,28.0,28.574286,89618
0.0,0.0,0.0,0.63839626,0.0,0.63839626,56424
0.0,0.0,0.0,314.7122,471.84999999999997,314.7122,9749
0.0,0.0,0.0,127.911575,150.0,127.911575,197866
0.0,0.0,0.0,220.39308,223.00000000000006,220.39308,193681
0.0,0.0,0.0,307.12894,300.70000000000005,307.12894,85638
0.0,0.0,0.0,864.17957,959.2500000000002,864.17957,119773
0.0,0.0,0.0,0.7295375,0.0,0.7295375,14214
0.0,0.0,0.0,326.6018,315.85000000000014,326.6018,5665
0.0,0.0,0.0,412.73203,689.0,412.73203,50229
0.0,0.0,0.0,86.37309,106.0,86.37309,231927
0.0,0.0,0.0,34.29112,32.49999999999999,34.29112,335
0.0,0.0,0.0,61.92549,30.000000000000007,61.92549,57370
0.0,0.0,0.0,362.37628,316.85,362.37628,8149
0.0,0.0,0.0,110.74143,211.99999999999997,110.74143,10819
0.0,0.0,0.0,0.013377428,0.0,0.013377428,54548
0.0,0.0,0.0,218.17012,202.00000000000003,218.17012,2872
0.0,0.0,0.0,204.4265,164.85,204.4265,55648
0.0,0.0,0.0,196.17354,265.00000000000006,196.17354,3780
0.0,0.0,0.0,183.41014,255.00000000000006,183.41014,3237
0.0,0.0,0.0,51.72422,53.00000000000003,51.72422,196497
0.0,0.0,0.0,230.29225,210.85000000000002,230.29225,438046
0.0,0.0,0.0,522.0052,386.6000000000001,522.0052,52383
0.0,0.0,0.0,153.60513,113.99999999999997,153.60513,87584
0.0,0.0,0.0,656.2507,639.7999999999998,656.2507,247959
0.0,0.0,0.0,70.574165,53.00000000000003,70.574165,83254
0.0,0.0,0.0,117.85,173.50000000000003,117.85,3095
0.0,0.0,0.0,0.013377428,0.0,0.013377428,59982
0.0,0.0,0.0,57.0025,53.00000000000003,57.0025,80976
0.0,0.0,0.0,320.32587,352.85000000000014,320.32587,152692
0.0,0.0,0.0,523.0531,394.3999999999999,523.0531,336655
0.0,0.0,0.0,163.46239,211.99999999999997,163.46239,462789
0.0,0.0,0.0,131.76048,136.0,131.76048,60250
0.0,0.0,0.0,-0.047070622,0.0,-0.047070622,160434
0.0,0.0,0.0,433.535,546.5,433.535,17847
0.0,0.0,0.0,401.08154,514.0000000000001,401.08154,56516
0.0,0.0,0.0,59.98875,58.849999999999994,59.98875,80774
0.0,0.0,0.0,78.02711,159.0,78.02711,15481
0.0,0.0,0.0,319.64813,414.0,319.64813,56046
0.0,0.0,0.0,151.23483,290.35,151.23483,24029
0.0,0.0,0.0,225.78104,223.7,225.78104,84157
0.0,0.0,0.0,0.013377428,0.0,0.013377428,152147
0.0,0.0,0.0,91.93605,106.0,91.93605,86477
0.0,0.0,0.0,85.60429,159.0,85.60429,5456
0.0,0.0,0.0,190.66568,92.84999999999998,190.66568,193161
0.0,0.0,0.0,0.5572356,0.0,0.5572356,81663
0.0,0.0,0.0,52.179985,53.00000000000003,52.179985,21288
0.0,0.0,0.0,167.69533,164.85,167.69533,198818
0.0,0.0,0.0,-0.047070622,0.0,-0.047070622,58454
0.0,0.0,0.0,-0.047070622,0.0,-0.047070622,193831
0.0,0.0,0.0,0.013377428,0.0,0.013377428,380142
0.0,0.0,0.0,621.5758,607.5000000000001,621.5758,264841
0.0,0.0,0.0,423.8884,574.6999999999999,423.8884,6931
0.0,0.0,0.0,106.77435,123.99999999999999,106.77435,2193
0.0,0.0,0.0,0.013377428,0.0,0.013377428,85236
0.0,0.0,0.0,0.013377428,0.0,0.013377428,50051
0.0,0.0,0.0,78.02711,53.00000000000003,78.02711,9904
0.0,0.0,0.0,463.31705,432.99999999999994,463.31705,15147
0.0,0.0,0.0,-0.047070622,0.0,-0.047070622,122436
0.0,0.0,0.0,34.29112,32.49999999999999,34.29112,89620
0.0,0.0,0.0,0.013377428,0.0,0.013377428,12693
0.0,0.0,0.0,59.4101,58.849999999999994,59.4101,152207
0.0,0.0,0.0,0.013377428,0.0,0.013377428,192140
0.0,0.0,0.0,169.34181,223.00000000000006,169.34181,502391
0.0,0.0,0.0,78.02711,159.0,78.02711,317591
0.0,0.0,0.0,88.70576,109.00000000000001,88.70576,57262
0.0,0.0,0.0,160.39813,136.0,160.39813,196785
0.0,0.0,0.0,105.25882,211.99999999999997,105.25882,5249
0.0,0.0,0.0,212.81732,211.99999999999997,212.81732,19057
0.0,0.0,0.0,61.60835,58.849999999999994,61.60835,58404
0.0,0.0,0.0,230.62068,217.84999999999994,230.62068,13374
0.0,0.0,0.0,107.34953,116.84999999999998,107.34953,55429
0.0,0.0,0.0,111.75815,106.0,111.75815,24338
0.0,0.0,0.0,50.10689,53.25,50.10689,9634
0.0,0.0,0.0,0.013377428,0.0,0.013377428,152856
0.0,0.0,0.0,315.8385,290.0,315.8385,254864
0.0,0.0,0.0,323.99915,381.84999999999997,323.99915,56677
0.0,0.0,0.0,63.24401,58.849999999999994,63.24401,9801
0.0,0.0,0.0,249.78804,217.84999999999994,249.78804,4984
0.0,0.0,0.0,273.14856,342.85000000000014,273.14856,29804
0.0,0.0,0.0,100.955055,106.0,100.955055,15470
0.0,0.0,0.0,919.709,947.9999999999999,919.709,13138
0.0,0.0,0.0,224.66661,106.0,224.66661,91643
0.0,0.0,0.0,0.013377428,0.0,0.013377428,10834
0.0,0.0,0.0,51.166306,60.000000000000014,51.166306,30732
0.0,0.0,0.0,985.0175,1258.999999999999,985.0175,5323
0.0,0.0,0.0,178.73201,164.85,178.73201,12406
0.0,0.0,0.0,767.6093,727.0500000000001,767.6093,441651
0.0,0.0,0.0,50.27952,32.00000000000001,50.27952,20566
0.0,0.0,0.0,0.013377428,0.0,0.013377428,90866
0.0,0.0,0.0,73.13012,123.99999999999999,73.13012,52326
0.0,0.0,0.0,901.18085,888.7,901.18085,52320
0.0,0.0,0.0,202.41719,170.70000000000002,202.41719,84250
0.0,0.0,0.0,0.02414751,0.0,0.02414751,54622
0.0,0.0,0.0,0.013377428,0.0,0.013377428,2413
0.0,0.0,0.0,63.57212,58.849999999999994,63.57212,440261
0.0,0.0,0.0,-0.047070622,0.0,-0.047070622,195602
0.0,0.0,0.0,109.972,89.99999999999999,109.972,507
0.0,0.0,0.0,181.50342,159.0,181.50342,194076
0.0,0.0,0.0,169.19818,122.99999999999999,169.19818,59316
0.0,0.0,0.0,0.013377428,0.0,0.013377428,193724
0.0,0.0,0.0,321.2242,258.50000000000006,321.2242,254975
0.0,0.0,0.0,191.05678,112.84999999999998,191.05678,88495
0.0,0.0,0.0,147.08415,106.0,147.08415,27263
0.0,0.0,0.0,100.87967,87.84999999999998,100.87967,335877
0.0,0.0,0.0,78.02711,106.0,78.02711,23946
0.0,0.0,0.0,364.72025,356.0000000000001,364.72025,50272
0.0,0.0,0.0,658.6513,622.5,658.6513,150593
0.0,0.0,0.0,389.0916,429.85000000000014,389.0916,193709
0.0,0.0,0.0,0.013377428,0.0,0.013377428,24003
0.0,0.0,0.0,-0.047070622,0.0,-0.047070622,60111
0.0,0.0,0.0,110.74143,106.0,110.74143,198761
0.0,0.0,0.0,62.82399,58.849999999999994,62.82399,197892
0.0,0.0,0.0,287.1822,297.99999999999994,287.1822,226063
0.0,0.0,0.0,238.4097,156.84999999999997,238.4097,57284
0.0,0.0,0.0,379.0733,371.0000000000003,379.0733,451971
0.0,0.0,0.0,1501.3937,1633.5499999999997,1501.3937,11611
0.0,0.0,0.0,85.60429,106.0,85.60429,87395
0.0,0.0,0.0,59.336254,54.00000000000001,59.336254,2313
0.0,0.0,0.0,188.57422,265.00000000000006,188.57422,441878
0.0,0.0,0.0,96.80497,53.00000000000003,96.80497,29893
0.0,0.0,0.0,190.96207,159.85,190.96207,24578
0.0,0.0,0.0,0.02414751,0.0,0.02414751,59421
0.0,0.0,0.0,59.954323,30.000000000000007,59.954323,191796
0.0,0.0,0.0,246.05215,223.00000000000006,246.05215,255009
0.0,0.0,0.0,-0.047070622,0.0,-0.047070622,9676
0.0,0.0,0.0,0.013377428,0.0,0.013377428,122164
0.0,0.0,0.0,0.013377428,0.0,0.013377428,193584
0.0,0.0,0.0,0.013377428,0.0,0.013377428,192340
0.0,0.0,0.0,0.013377428,0.0,0.013377428,18745
0.0,0.0,0.0,217.40855,253.00000000000003,217.40855,87918
0.0,0.0,0.0,669.36145,722.9999999999999,669.36145,18049
0.0,0.0,0.0,127.38646,86.85000000000001,127.38646,228460
0.0,0.0,0.0,202.78264,220.84999999999994,202.78264,54631
0.0,0.0,0.0,0.013377428,0.0,0.013377428,7793
0.0,0.0,0.0,0.013377428,0.0,0.013377428,5396
0.0,0.0,0.0,299.8084,429.85000000000014,299.8084,120650
0.0,0.0,0.0,372.9779,276.70000000000005,372.9779,192089
0.0,0.0,0.0,1707.6042,1720.7500000000002,1707.6042,485169
0.0,0.0,0.0,291.17654,316.0,291.17654,59027
0.0,0.0,0.0,280.79706,345.0,280.79706,23973
0.0,0.0,0.0,0.013377428,0.0,0.013377428,473636
0.0,0.0,0.0,232.14621,223.7,232.14621,25029
0.0,0.0,0.0,59.98875,58.849999999999994,59.98875,81598
